,ID_REF,VALUE
6719,213625_at,6.6631
6720,213627_at,6.058
6721,213629_x_at,11.5422
6722,213630_at,8.4903
6723,213631_x_at,3.9519
6724,213632_at,5.6258
6725,213633_at,5.0069
6726,213635_s_at,5.6661
6727,213637_at,7.6811
6728,213638_at,8.761
6729,213639_s_at,6.0204
6730,213641_at,6.019
6731,213642_at,8.2182
6732,213645_at,6.423
6733,213647_at,4.8924
6734,213649_at,8.2138
6735,213650_at,7.6633
6736,213651_at,6.5151
6737,213652_at,5.9554
6738,213653_at,4.7426
6739,213656_s_at,8.8724
6740,213658_at,8.1333
6741,213660_s_at,6.3663
6742,213661_at,8.1972
6743,213662_at,4.3588
6744,213663_s_at,4.1903
6745,213667_at,4.9621
6746,213668_s_at,4.0622
6747,213669_at,6.5942
6748,213670_x_at,7.4923
6749,213673_x_at,4.0235
6750,213674_x_at,6.2628
6751,213675_at,6.9251
6752,213676_at,9.8981
6753,213677_s_at,8.4461
6754,213678_at,8.0256
6755,213679_at,6.121
6756,213681_at,6.1366
6757,213683_at,8.5475
6758,213684_s_at,5.9569
6759,213685_at,5.7271
6760,213686_at,8.0055
6761,213688_at,8.3566
6762,213690_s_at,5.858
6763,213691_at,5.4509
6764,213692_s_at,5.2233
6765,213693_s_at,4.8103
6766,213694_at,8.5688
6767,213695_at,5.2961
6768,213696_s_at,6.8338
6769,213700_s_at,6.7946
6770,213703_at,5.8583
6771,213704_at,8.8188
6772,213705_at,6.288
6773,213707_s_at,4.0208
6774,213710_s_at,9.7783
6775,213711_at,5.2767
6776,213712_at,7.6062
6777,213713_s_at,6.0899
6778,213721_at,7.876
6779,213722_at,6.3368
6780,213723_s_at,5.6675
6781,213728_at,4.6673
6782,213729_at,9.3811
6783,213730_x_at,7.0253
6784,213731_s_at,5.3852
6785,213732_at,3.6998
6786,213734_at,9.8686
6787,213736_at,7.2793
6788,213737_x_at,9.4501
6789,213739_at,7.5552
6790,213741_s_at,7.0256
6791,213742_at,8.3514
6792,213743_at,7.4691
6793,213746_s_at,6.6166
6794,213747_at,4.3861
6795,213748_at,6.4907
6796,213749_at,5.0177
6797,213751_at,5.0101
6798,213752_at,5.5831
6799,213753_x_at,8.3119
6800,213755_s_at,3.4553
6801,213756_s_at,5.4228
6802,213757_at,11.3921
6803,213759_at,5.1198
6804,213761_at,6.9729
6805,213763_at,6.533
6806,213767_at,4.6581
6807,213768_s_at,6.7436
6808,213771_at,7.848
6809,213772_s_at,6.2322
6810,213774_s_at,5.2456
6811,213775_x_at,9.5384
6812,213776_at,7.7192
6813,213777_s_at,4.5201
6814,213778_x_at,6.9456
6815,213779_at,7.615
6816,213780_at,5.2581
6817,213781_at,4.457
6818,213783_at,5.1873
6819,213784_at,5.7661
6820,213787_s_at,7.3764
6821,213788_s_at,8.2149
6822,213789_at,5.6564
6823,213791_at,7.0841
6824,213792_s_at,8.0375
6825,213793_s_at,10.7158
6826,213797_at,6.3783
6827,213799_s_at,6.2504
6828,213802_at,5.0194
6829,213804_at,6.4653
6830,213805_at,6.2305
6831,213806_at,5.141
6832,213807_x_at,5.5537
6833,213810_s_at,4.9362
6834,213812_s_at,11.3329
6835,213813_x_at,7.5356
6836,213814_s_at,4.0091
6837,213819_s_at,5.6723
6838,213820_s_at,6.1633
6839,213821_s_at,4.2956
6840,213822_s_at,6.1029
6841,213823_at,5.0182
6842,213824_at,6.2425
6843,213825_at,8.4344
6844,213827_at,7.5876
6845,213829_x_at,5.3533
6846,213832_at,10.0427
6847,213833_x_at,4.9364
6848,213834_at,8.6048
6849,213836_s_at,6.1764
6850,213837_at,6.5148
6851,213838_at,8.5846
6852,213839_at,6.2894
6853,213840_s_at,4.726
6854,213842_x_at,7.8609
6855,213845_at,8.5622
6856,213847_at,6.3564
6857,213850_s_at,8.2102
6858,213851_at,5.6799
6859,213854_at,5.2173
6860,213855_s_at,4.8872
6861,213859_x_at,8.3207
6862,213861_s_at,5.5692
6863,213863_s_at,4.339
6864,213866_at,7.0675
6865,213870_at,4.9409
6866,213871_s_at,5.2895
6867,213872_at,9.8415
6868,213874_at,5.108
6869,213875_x_at,7.6254
6870,213880_at,4.9177
6871,213882_at,6.3482
6872,213883_s_at,9.4357
6873,213884_s_at,6.9271
6874,213885_at,7.6999
6875,213887_s_at,9.6307
6876,213889_at,6.0183
6877,213891_s_at,10.1549
6878,213892_s_at,7.0855
6879,213894_at,7.6546
6880,213897_s_at,8.9155
6881,213898_at,6.6561
6882,213899_at,7.4855
6883,213900_at,7.5091
6884,213901_x_at,8.9185
6885,213903_s_at,5.1166
6886,213904_at,10.4552
6887,213906_at,5.8571
6888,213907_at,5.4683
6889,213909_at,4.8514
6890,213914_s_at,5.7507
6891,213915_at,4.5384
6892,213917_at,5.8427
6893,213918_s_at,6.9266
6894,213919_at,6.9302
6895,213921_at,9.8125
6896,213923_at,8.4921
6897,213925_at,8.8544
6898,213926_s_at,6.5068
6899,213927_at,9.3202
6900,213929_at,4.9663
6901,213931_at,5.4939
6902,213932_x_at,10.6396
6903,213933_at,6.1351
6904,213934_s_at,7.5881
6905,213935_at,6.128
6906,213936_x_at,4.466
6907,213940_s_at,7.9385
6908,213942_at,5.6248
6909,213943_at,5.8476
6910,213946_s_at,6.2417
6911,213947_s_at,6.7105
6912,213948_x_at,7.7438
6913,213950_s_at,5.04
6914,213951_s_at,5.7095
6915,213954_at,9.5098
6916,213955_at,5.2915
6917,213956_at,8.2607
6918,213958_at,7.396
6919,213963_s_at,5.7893
6920,213965_s_at,8.6819
6921,213968_at,4.5905
6922,213971_s_at,8.1223
6923,213974_at,5.6616
6924,213976_at,5.3239
6925,213979_s_at,7.4626
6926,213980_s_at,9.9376
6927,213983_s_at,5.921
6928,213984_at,6.4217
6929,213985_s_at,4.3919
6930,213986_s_at,6.2532
6931,213988_s_at,8.7179
6932,213989_x_at,6.7168
6933,213990_s_at,8.3424
6934,213991_s_at,4.0948
6935,213992_at,3.1313
6936,213993_at,6.7519
6937,213994_s_at,8.1357
6938,213996_at,7.4317
6939,213997_at,7.6207
6940,213998_s_at,6.575
6941,213999_at,5.5921
6942,214001_x_at,5.8172
6943,214002_at,5.419
6944,214004_s_at,9.2181
6945,214005_at,7.2666
6946,214006_s_at,6.7338
6947,214007_s_at,6.8284
6948,214008_at,4.3261
6949,214009_at,3.9603
6950,214010_s_at,5.5716
6951,214012_at,5.0066
6952,214013_s_at,3.7009
6953,214015_at,4.7956
6954,214016_s_at,8.8796
6955,214017_s_at,5.1994
6956,214019_at,5.0867
6957,214020_x_at,6.593
6958,214022_s_at,9.324
6959,214025_at,5.3607
6960,214027_x_at,6.6074
6961,214028_x_at,6.608
6962,214029_at,4.5491
6963,214030_at,7.3418
6964,214033_at,6.342
6965,214034_at,4.3034
6966,214035_x_at,10.5453
6967,214036_at,7.1048
6968,214037_s_at,6.7051
6969,214039_s_at,10.3992
6970,214040_s_at,5.8669
6971,214041_x_at,7.9284
6972,214045_at,6.7263
6973,214046_at,9.9168
6974,214048_at,4.2429
6975,214049_x_at,4.2401
6976,214050_at,4.5867
6977,214051_at,5.6453
6978,214052_x_at,6.1683
6979,214053_at,9.517
6980,214054_at,5.2274
6981,214056_at,5.4217
6982,214057_at,5.6532
6983,214058_at,5.267
6984,214060_at,6.2723
6985,214061_at,6.0051
6986,214063_s_at,10.483
6987,214064_at,6.5991
6988,214070_s_at,6.8687
6989,214071_at,9.3057
6990,214072_x_at,4.6742
6991,214073_at,5.79
6992,214074_s_at,6.014
6993,214075_at,6.7359
6994,214078_at,7.4974
6995,214079_at,4.0324
6996,214081_at,6.4499
6997,214082_at,4.2092
6998,214083_at,6.3693
6999,214084_x_at,5.1027
7000,214085_x_at,8.5582
7001,214087_s_at,9.4761
7002,214088_s_at,5.129
7003,214091_s_at,9.2001
7004,214093_s_at,8.0417
7005,214097_at,6.9376
7006,214100_x_at,7.0363
7007,214101_s_at,7.0888
7008,214102_at,6.908
7009,214104_at,7.357
7010,214105_at,4.6747
7011,214106_s_at,5.0795
7012,214107_x_at,7.5525
7013,214108_at,4.6879
7014,214109_at,4.8903
7015,214110_s_at,8.2882
7016,214111_at,10.4707
7017,214115_at,4.3477
7018,214116_at,5.1936
7019,214118_x_at,9.1534
7020,214121_x_at,6.5299
7021,214122_at,6.404
7022,214126_at,5.9177
7023,214128_at,5.6967
7024,214129_at,7.038
7025,214130_s_at,6.4669
7026,214133_at,6.0791
7027,214135_at,5.3671
7028,214136_at,4.6614
7029,214137_at,4.1714
7030,214138_at,5.3818
7031,214139_at,3.1787
7032,214141_x_at,9.3372
7033,214142_at,4.9671
7034,214145_s_at,7.2148
7035,214147_at,4.0605
7036,214148_at,5.5438
7037,214149_s_at,4.9827
7038,214150_x_at,9.087
7039,214153_at,5.829
7040,214155_s_at,6.0079
7041,214157_at,10.0564
7042,214159_at,3.7303
7043,214160_at,5.1688
7044,214162_at,6.9405
7045,214163_at,4.975
7046,214164_x_at,5.4311
7047,214166_at,4.1276
7048,214168_s_at,7.7156
7049,214169_at,5.0594
7050,214171_s_at,4.762
7051,214172_x_at,6.8382
7052,214174_s_at,7.1982
7053,214175_x_at,6.5396
7054,214176_s_at,6.9122
7055,214177_s_at,8.4357
7056,214178_s_at,4.5088
7057,214179_s_at,9.9895
7058,214180_at,7.7618
7059,214181_x_at,5.7672
7060,214182_at,7.8583
7061,214183_s_at,4.8887
7062,214184_at,4.2589
7063,214185_at,6.0838
7064,214186_s_at,5.3155
7065,214188_at,4.335
7066,214189_s_at,4.3745
7067,214190_x_at,5.4027
7068,214191_at,4.1003
7069,214192_at,3.909
7070,214194_at,6.6061
7071,214195_at,6.4395
7072,214196_s_at,7.1811
7073,214197_s_at,5.5801
7074,214198_s_at,7.3897
7075,214199_at,5.7198
7076,214200_s_at,4.4605
7077,214202_at,7.267
7078,214203_s_at,8.866
7079,214204_at,6.7587
7080,214208_at,3.5754
7081,214209_s_at,7.4894
7082,214210_at,5.2577
7083,214212_x_at,8.1798
7084,214215_s_at,6.682
7085,214216_s_at,4.4857
7086,214217_at,9.6599
7087,214218_s_at,9.6302
7088,214220_s_at,6.0087
7089,214221_at,5.6279
7090,214223_at,5.3293
7091,214225_at,4.0125
7092,214226_at,5.2334
7093,214229_at,4.7111
7094,214230_at,9.4407
7095,214231_s_at,5.4612
7096,214232_at,6.1079
7097,214233_at,6.6864
7098,214234_s_at,4.0512
7099,214235_at,4.0291
7100,214236_at,5.3476
7101,214237_x_at,4.2541
7102,214238_at,6.1074
7103,214240_at,4.9087
7104,214243_s_at,5.6204
7105,214245_at,5.1016
7106,214248_s_at,5.4729
7107,214249_at,5.2119
7108,214250_at,4.8836
7109,214251_s_at,6.0579
7110,214252_s_at,6.5774
7111,214255_at,6.9304
7112,214256_at,5.8619
7113,214257_s_at,9.7975
7114,214259_s_at,8.3304
7115,214263_x_at,8.8395
7116,214264_s_at,6.2438
7117,214265_at,5.2696
7118,214267_s_at,4.048
7119,214268_s_at,8.8465
7120,214270_s_at,8.5343
7121,214272_at,5.7449
7122,214275_at,4.7062
7123,214276_at,5.1636
7124,214277_at,7.1712
7125,214278_s_at,6.9013
7126,214279_s_at,10.7726
7127,214280_x_at,9.4627
7128,214283_at,4.9477
7129,214284_s_at,5.0146
7130,214285_at,7.7927
7131,214287_s_at,4.3084
7132,214289_at,4.7095
7133,214290_s_at,7.851
7134,214293_at,9.2445
7135,214294_at,4.8078
7136,214295_at,6.9483
7137,214297_at,4.2696
7138,214299_at,4.6878
7139,214301_s_at,5.2112
7140,214305_s_at,8.5897
7141,214307_at,5.2569
7142,214308_s_at,5.887
7143,214309_s_at,5.3262
7144,214311_at,4.8964
7145,214312_at,7.2642
7146,214314_s_at,8.5441
7147,214315_x_at,8.1402
7148,214319_at,5.3606
7149,214320_x_at,3.9323
7150,214321_at,8.3405
7151,214322_at,7.6822
7152,214329_x_at,4.7262
7153,214330_at,5.9082
7154,214335_at,7.5323
7155,214336_s_at,6.6292
7156,214337_at,4.2878
7157,214338_at,6.3631
7158,214339_s_at,4.8516
7159,214344_at,6.8673
7160,214345_at,5.7288
7161,214348_at,5.67
7162,214349_at,4.4261
7163,214350_at,4.4617
7164,214352_s_at,10.2833
7165,214353_at,5.5428
7166,214354_x_at,7.399
7167,214355_x_at,6.3372
7168,214357_at,5.2025
7169,214358_at,3.7597
7170,214364_at,5.9867
7171,214365_at,5.2728
7172,214368_at,6.9889
7173,214369_s_at,6.5474
7174,214373_at,6.3803
7175,214374_s_at,7.2687
7176,214375_at,7.5088
7177,214376_at,9.8647
7178,214377_s_at,5.1652
7179,214379_at,4.012
7180,214381_at,5.7786
7181,214384_s_at,4.5543
7182,214386_at,5.3312
7183,214387_x_at,5.7901
7184,214390_s_at,5.1481
7185,214391_x_at,5.8795
7186,214393_at,6.4469
7187,214395_x_at,5.2818
7188,214396_s_at,5.2963
7189,214397_at,4.2304
7190,214398_s_at,4.2089
7191,214399_s_at,3.5831
7192,214402_s_at,5.3817
7193,214403_x_at,6.019
7194,214404_x_at,6.3378
7195,214406_s_at,6.2996
7196,214407_x_at,4.9457
7197,214409_at,4.0681
7198,214411_x_at,6.0221
7199,214413_at,4.67
7200,214414_x_at,10.4337
7201,214415_at,7.1243
7202,214417_s_at,3.0172
7203,214420_s_at,4.9533
7204,214421_x_at,4.1213
7205,214422_at,5.3001
7206,214423_x_at,4.7059
7207,214425_at,4.9064
7208,214428_x_at,7.5132
7209,214431_at,7.1638
7210,214432_at,9.8537
7211,214433_s_at,7.7195
7212,214435_x_at,7.5089
7213,214437_s_at,6.0111
7214,214440_at,3.5661
7215,214441_at,5.8485
7216,214442_s_at,7.8315
7217,214443_at,5.3542
7218,214444_s_at,5.8854
7219,214445_at,5.1587
7220,214446_at,6.4256
7221,214450_at,3.882
7222,214452_at,5.6463
7223,214453_s_at,6.6762
7224,214455_at,4.5686
7225,214456_x_at,4.8213
7226,214457_at,5.3688
7227,214459_x_at,10.6438
7228,214460_at,7.4019
7229,214462_at,4.6268
7230,214463_x_at,5.2783
7231,214464_at,9.1082
7232,214469_at,4.5227
7233,214471_x_at,7.3744
7234,214475_x_at,8.1478
7235,214477_at,4.4627
7236,214482_at,4.4849
7237,214484_s_at,7.6332
7238,214485_at,5.6368
7239,214486_x_at,5.9713
7240,214487_s_at,8.549
7241,214490_at,5.7224
7242,214491_at,4.3948
7243,214492_at,4.9874
7244,214493_s_at,5.1257
7245,214495_at,7.3931
7246,214499_s_at,7.2159
7247,214506_at,4.245
7248,214507_s_at,6.2592
7249,214510_at,5.3353
7250,214511_x_at,5.1246
7251,214513_s_at,7.0307
7252,214516_at,4.9204
7253,214518_at,4.4369
7254,214522_x_at,4.5663
7255,214523_at,4.9337
7256,214524_at,4.9629
7257,214528_s_at,4.4795
7258,214529_at,4.8343
7259,214531_s_at,7.8701
7260,214532_x_at,5.3976
7261,214535_s_at,4.1368
7262,214537_at,3.8538
7263,214538_x_at,5.3942
7264,214539_at,4.7172
7265,214541_s_at,4.6328
7266,214542_x_at,5.8455
7267,214543_x_at,8.1491
7268,214545_s_at,8.1479
7269,214546_s_at,5.1996
7270,214547_at,3.9419
7271,214549_x_at,6.5488
7272,214551_s_at,4.1581
7273,214552_s_at,7.0115
7274,214553_s_at,10.5571
7275,214554_at,3.8605
7276,214555_at,4.4653
7277,214558_at,6.7478
7278,214560_at,4.3852
7279,214561_at,4.1139
7280,214563_at,5.1813
7281,214564_s_at,5.3344
7282,214570_x_at,4.8782
7283,214572_s_at,4.1292
7284,214574_x_at,6.258
7285,214576_at,4.6632
7286,214577_at,10.7562
7287,214578_s_at,6.662
7288,214579_at,6.9717
7289,214581_x_at,7.8991
7290,214582_at,6.4612
7291,214583_at,5.0163
7292,214586_at,7.2337
7293,214589_at,8.9713
7294,214590_s_at,6.1226
7295,214593_at,5.2673
7296,214594_x_at,9.9135
7297,214595_at,7.4629
7298,214596_at,9.2626
7299,214597_at,6.234
7300,214599_at,4.1873
7301,214600_at,4.9657
7302,214604_at,6.2175
7303,214607_at,10.3873
7304,214608_s_at,5.9905
7305,214611_at,6.3223
7306,214613_at,6.1042
7307,214616_at,4.5948
7308,214617_at,5.5295
7309,214620_x_at,9.8686
7310,214622_at,4.3789
7311,214623_at,5.9117
7312,214625_s_at,3.873
7313,214627_at,5.3047
7314,214628_at,4.9649
7315,214630_at,6.8399
7316,214631_at,5.2181
7317,214632_at,5.928
7318,214633_at,4.4184
7319,214638_s_at,5.7593
7320,214641_at,4.2472
7321,214644_at,4.3933
7322,214647_s_at,3.3948
7323,214648_at,5.2082
7324,214650_x_at,8.27
7325,214652_at,5.6941
7326,214655_at,5.9754
7327,214656_x_at,8.8524
7328,214657_s_at,6.0106
7329,214658_at,9.0246
7330,214660_at,5.1369
7331,214662_at,6.8097
7332,214664_at,6.0109
7333,214666_x_at,7.0103
7334,214667_s_at,5.1006
7335,214668_at,6.4665
7336,214669_x_at,5.5228
7337,214670_at,9.2371
7338,214676_x_at,4.2095
7339,214678_x_at,7.2747
7340,214680_at,8.3049
7341,214681_at,6.3786
7342,214682_at,5.9852
7343,214683_s_at,8.2913
7344,214684_at,7.1994
7345,214685_at,4.5483
7346,214686_at,7.4694
7347,214690_at,5.3357
7348,214691_x_at,6.6229
7349,214692_s_at,6.8805
7350,214693_x_at,9.2668
7351,214694_at,5.6466
7352,214696_at,7.1912
7353,214697_s_at,4.0353
7354,214699_x_at,4.7276
7355,214700_x_at,7.2609
7356,214701_s_at,5.3048
7357,214705_at,4.297
7358,214706_at,6.1899
7359,214707_x_at,6.6197
7360,214708_at,4.9054
7361,214710_s_at,6.4904
7362,214711_at,5.357
7363,214712_at,5.5524
7364,214715_x_at,9.3235
7365,214716_at,3.5838
7366,214717_at,8.8776
7367,214718_at,8.2207
7368,214720_x_at,5.202
7369,214721_x_at,9.2192
7370,214722_at,8.4697
7371,214723_x_at,7.6437
7372,214724_at,8.2618
7373,214727_at,4.0166
7374,214731_at,5.5442
7375,214732_at,4.9289
7376,214734_at,6.5331
7377,214738_s_at,5.4598
7378,214739_at,6.1346
7379,214741_at,7.1808
7380,214742_at,5.4024
7381,214743_at,7.5217
7382,214744_s_at,6.1096
7383,214745_at,8.0366
7384,214747_at,4.6593
7385,214748_at,7.6411
7386,214751_at,5.8429
7387,214752_x_at,6.5308
7388,214753_at,7.2841
7389,214754_at,5.7095
7390,214757_at,6.4039
7391,214758_at,5.3664
7392,214759_at,4.5956
7393,214761_at,8.4281
7394,214763_at,5.2356
7395,214764_at,7.0141
7396,214765_s_at,6.4646
7397,214766_s_at,6.9689
7398,214767_s_at,5.1011
7399,214768_x_at,5.0031
7400,214769_at,9.9269
7401,214772_at,7.945
7402,214773_x_at,9.6307
7403,214774_x_at,6.9326
7404,214775_at,5.657
7405,214778_at,7.0714
7406,214781_at,8.5944
7407,214782_at,5.6384
7408,214784_x_at,9.3584
7409,214785_at,8.9203
7410,214787_at,6.2752
7411,214789_x_at,9.2737
7412,214790_at,6.3331
7413,214791_at,4.1531
7414,214792_x_at,9.5474
7415,214793_at,5.8207
7416,214795_at,4.7227
7417,214797_s_at,8.1275
7418,214798_at,6.0038
7419,214799_at,6.7694
7420,214800_x_at,10.4598
7421,214802_at,5.4089
7422,214803_at,6.9664
7423,214805_at,5.425
7424,214806_at,6.6365
7425,214807_at,6.8705
7426,214808_at,5.4533
7427,214809_at,5.0821
7428,214813_at,5.2108
7429,214814_at,6.1175
7430,214815_at,6.5162
7431,214816_x_at,6.5039
7432,214817_at,8.0174
7433,214819_at,8.5075
7434,214820_at,5.2213
7435,214823_at,8.4979
7436,214825_at,9.3473
7437,214826_at,6.1632
7438,214828_s_at,6.4165
7439,214829_at,6.1745
7440,214830_at,6.2646
7441,214831_at,4.9088
7442,214833_at,5.0222
7443,214834_at,7.1509
7444,214835_s_at,7.7713
7445,214836_x_at,6.1351
7446,214839_at,8.514
7447,214840_at,6.7393
7448,214843_s_at,9.1198
7449,214845_s_at,6.3665
7450,214847_s_at,5.1724
7451,214849_at,6.5429
7452,214850_at,7.4179
7453,214851_at,4.3452
7454,214855_s_at,8.8612
7455,214856_at,4.6134
7456,214857_at,6.1045
7457,214858_at,4.5672
7458,214860_at,4.3165
7459,214861_at,6.7163
7460,214862_x_at,5.846
7461,214866_at,3.8789
7462,214867_at,5.2837
7463,214871_x_at,5.4222
7464,214876_s_at,7.4626
7465,214877_at,6.1347
7466,214878_at,4.7436
7467,214880_x_at,7.6509
7468,214881_s_at,5.9989
7469,214884_at,5.5029
7470,214889_at,7.9281
7471,214891_at,6.5008
7472,214892_x_at,7.5456
7473,214893_x_at,6.8183
7474,214894_x_at,9.2536
7475,214895_s_at,6.3857
7476,214896_at,6.8208
7477,214897_at,4.2238
7478,214900_at,6.3882
7479,214901_at,7.0362
7480,214902_x_at,8.0754
7481,214903_at,7.9384
7482,214904_at,4.357
7483,214906_x_at,7.1367
7484,214908_s_at,6.1042
7485,214909_s_at,6.6026
7486,214911_s_at,9.7682
7487,214912_at,3.8725
7488,214913_at,6.1211
7489,214914_at,4.4995
7490,214915_at,4.6265
7491,214916_x_at,4.2912
7492,214917_at,4.976
7493,214918_at,4.6804
7494,214919_s_at,7.3025
7495,214920_at,7.4449
7496,214921_at,4.6024
7497,214922_at,5.6214
7498,214923_at,5.4628
7499,214924_s_at,8.0036
7500,214925_s_at,6.764
7501,214926_at,4.7076
7502,214927_at,5.734
7503,214928_at,5.6623
7504,214929_s_at,5.2528
7505,214931_s_at,8.142
7506,214932_at,4.4318
7507,214937_x_at,9.0202
7508,214939_x_at,4.7032
7509,214940_s_at,5.3461
7510,214944_at,4.9212
7511,214945_at,8.359
7512,214947_at,3.8621
7513,214948_s_at,9.5936
7514,214949_at,9.6942
7515,214950_at,3.7358
7516,214951_at,5.9196
7517,214952_at,7.6808
7518,214953_s_at,11.3774
7519,214954_at,8.1627
7520,214955_at,6.2499
7521,214956_at,9.7208
7522,214958_s_at,5.3614
7523,214959_s_at,7.3687
7524,214960_at,6.2231
7525,214962_s_at,5.8655
7526,214964_at,5.5573
7527,214965_at,7.8276
7528,214967_at,4.0387
7529,214968_at,4.9185
7530,214969_at,6.0403
7531,214970_s_at,3.6262
7532,214972_at,5.4602
7533,214973_x_at,4.0822
7534,214975_s_at,6.2072
7535,214978_s_at,8.8122
7536,214979_at,4.6124
7537,214980_at,5.892
7538,214982_at,4.087
7539,214983_at,3.5412
7540,214984_at,5.1662
7541,214985_at,4.6885
7542,214986_x_at,6.2519
7543,214989_x_at,10.1147
7544,214990_at,4.9985
7545,214991_s_at,5.4758
7546,214994_at,4.2001
7547,214995_s_at,4.8304
7548,214996_at,5.2781
7549,214997_at,8.7799
7550,214998_at,8.9891
7551,214999_s_at,6.8142
7552,215003_at,7.4195
7553,215005_at,8.3297
7554,215008_at,6.7452
7555,215009_s_at,7.8779
7556,215010_s_at,6.1381
7557,215011_at,6.1362
7558,215012_at,7.0609
7559,215013_s_at,4.7592
7560,215015_at,3.5815
7561,215019_x_at,4.8232
7562,215020_at,7.2669
7563,215021_s_at,7.6987
7564,215022_x_at,5.7593
7565,215023_s_at,6.4107
7566,215024_at,6.5797
7567,215025_at,5.652
7568,215027_at,5.4011
7569,215028_at,5.8838
7570,215029_at,4.208
7571,215032_at,5.1439
7572,215034_s_at,5.802
7573,215036_at,5.4114
7574,215037_s_at,6.0606
7575,215039_at,7.3512
7576,215040_at,6.4646
7577,215041_s_at,4.9237
7578,215043_s_at,6.2751
7579,215044_s_at,6.312
7580,215045_at,6.4587
7581,215046_at,6.4317
7582,215047_at,4.2293
7583,215048_at,2.7768
7584,215049_x_at,4.4473
7585,215050_x_at,6.3935
7586,215051_x_at,5.9817
7587,215052_at,9.4991
7588,215053_at,4.7424
7589,215054_at,6.9006
7590,215055_at,4.3245
7591,215058_at,7.3821
7592,215059_at,4.2247
7593,215060_at,5.1312
7594,215062_at,5.9083
7595,215063_x_at,10.3986
7596,215064_at,6.6552
7597,215065_at,3.7271
7598,215066_at,3.3905
7599,215067_x_at,6.5796
7600,215068_s_at,7.206
7601,215069_at,5.7491
7602,215071_s_at,7.2066
7603,215073_s_at,4.8058
7604,215076_s_at,4.7165
7605,215077_at,4.8803
7606,215079_at,5.7398
7607,215080_s_at,5.3927
7608,215081_at,5.4028
7609,215082_at,5.9927
7610,215083_at,4.4067
7611,215084_s_at,6.5792
7612,215085_x_at,5.9255
7613,215087_at,5.2654
7614,215090_x_at,7.7413
7615,215092_s_at,5.5031
7616,215093_at,7.5712
7617,215095_at,4.8033
7618,215098_at,4.4146
7619,215099_s_at,5.4998
7620,215100_at,6.3829
7621,215102_at,5.1304
7622,215104_at,6.0022
7623,215105_at,4.02
7624,215108_x_at,6.9252
7625,215109_at,5.8465
7626,215112_x_at,6.2541
7627,215114_at,4.7883
7628,215119_at,7.2111
7629,215121_x_at,4.6784
7630,215125_s_at,4.3442
7631,215126_at,6.7237
7632,215129_at,5.0752
7633,215130_s_at,7.0171
7634,215132_at,5.4318
7635,215133_s_at,6.0176
7636,215137_at,3.9748
7637,215138_s_at,7.1136
7638,215139_at,4.3811
7639,215140_at,4.6292
7640,215142_at,4.7162
7641,215145_s_at,9.4953
7642,215146_s_at,7.3036
7643,215147_at,7.0241
7644,215149_at,8.1399
7645,215150_at,4.5878
7646,215151_at,4.0148
7647,215154_at,5.2959
7648,215155_at,5.0083
7649,215156_at,6.9981
7650,215158_s_at,9.0603
7651,215159_s_at,5.235
7652,215162_at,6.342
7653,215163_at,3.1667
7654,215164_at,6.1329
7655,215169_at,6.8519
7656,215172_at,7.2125
7657,215175_at,6.0789
7658,215177_s_at,6.4228
7659,215179_x_at,10.3906
7660,215180_at,4.0812
7661,215182_x_at,5.8457
7662,215183_at,5.3344
7663,215184_at,5.9027
7664,215186_at,5.5662
7665,215187_at,5.2636
7666,215189_at,5.842
7667,215190_at,4.6792
7668,215191_at,5.5987
7669,215192_at,5.06
7670,215193_x_at,7.1269
7671,215194_at,4.0117
7672,215195_at,6.4783
7673,215196_at,5.7868
7674,215198_s_at,5.685
7675,215201_at,6.3538
7676,215203_at,6.5519
7677,215204_at,5.0471
7678,215205_x_at,5.1841
7679,215206_at,6.5148
7680,215207_x_at,7.4257
7681,215208_x_at,5.4837
7682,215210_s_at,7.48
7683,215211_at,5.0243
7684,215213_at,4.0623
7685,215215_s_at,4.143
7686,215216_at,4.357
7687,215219_at,4.6935
7688,215220_s_at,5.1452
7689,215221_at,5.2897
7690,215222_x_at,9.194
7691,215223_s_at,7.2057
7692,215224_at,5.652
7693,215225_s_at,5.675
7694,215227_x_at,9.0896
7695,215228_at,4.839
7696,215229_at,5.7898
7697,215231_at,4.7892
7698,215233_at,6.9577
7699,215236_s_at,7.6729
7700,215238_s_at,6.1
7701,215239_x_at,7.627
7702,215240_at,5.4356
7703,215241_at,8.9922
7704,215242_at,3.4255
7705,215243_s_at,5.6929
7706,215244_at,7.1177
7707,215246_at,4.5246
7708,215248_at,5.7383
7709,215249_at,4.5988
7710,215250_at,6.4631
7711,215251_at,3.6709
7712,215252_at,4.3848
7713,215255_at,4.7176
7714,215256_x_at,5.8909
7715,215258_at,5.932
7716,215259_s_at,6.015
7717,215260_s_at,5.1557
7718,215261_at,6.3353
7719,215262_at,5.1721
7720,215263_at,4.5064
7721,215264_at,6.4643
7722,215265_at,6.7212
7723,215266_at,5.7464
7724,215269_at,6.4431
7725,215270_at,3.7191
7726,215271_at,4.5961
7727,215272_at,5.0733
7728,215274_at,3.6342
7729,215277_at,5.5456
7730,215279_at,5.9684
7731,215281_x_at,5.7055
7732,215284_at,4.178
7733,215285_s_at,6.8169
7734,215286_s_at,3.7555
7735,215287_at,7.8903
7736,215288_at,4.8129
7737,215289_at,4.0107
7738,215290_at,6.5372
