^SAMPLE = GSM528851
!Sample_title = Control-22
!Sample_geo_accession = GSM528851
!Sample_status = Public on Mar 31 2010
!Sample_submission_date = Mar 30 2010
!Sample_last_update_date = Aug 12 2022
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = prefrontal cortex
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = brain region: BA46
!Sample_characteristics_ch1 = stage of illness [short doi=<5 yrs; intermediate doi=7-18yrs; long doi=>28 yrs]: intermediate duration of illness - control
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = age: 66
!Sample_characteristics_ch1 = tissue ph: 6.37
!Sample_characteristics_ch1 = pmi (hrs): 43
!Sample_characteristics_ch1 = type of drug: NA
!Sample_characteristics_ch1 = drug dose (chlorpromazine equivalents): NA
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Total RNA was extracted from the prefrontal cortex (Brodmann Area 46; 100 mg; left hemisphere) from all subjects as described previously (Desplats et al., 2006).  RNA quantification was determined by spectrophotometer readings, and quality by Agilent Bioanalyzer scans.  RNA integrity (RIN) numbers were not available at the time of RNA extraction, but Bioanalyzer traces of each RNA sample showed no evidence for degradation products.  RNA samples were amplified, biotin-labeled and then hybridized to the Human Genome U133 Plus 2.0 array using standard Affymetrix protocol as described in Lockhart et al, 1996.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotin-labeled
!Sample_hyb_protocol = Samples were hybridized to the Human Genome U133 Plus 2.0 array using standard Affymetrix protocol as described in Lockhart et al, 1996.
!Sample_scan_protocol = Chips were scanned using the Affymetrix ScanArray 3000 using default settings and a target intensity of 250 for scaling.
!Sample_description = ID# from Supplementary Table 3 of PMID 18778695:
!Sample_description = Ic14
!Sample_data_processing = RNA expression data from schizophrenic subjects and their matched controls were normalized using dChip (DNA-Chip Analyzer), a statistical model for the probe-level data which gives model-based estimates for gene expression indices (Li and Hung Wong 2001) and subjected to a batch adjustment normalization to allow for comparisons among all three cohorts (Johnson et al., 2007).  Data were filtered to exclude those transcripts that were not present in at least one of the RNA samples, those with redundant probeset IDs (retaining those with the highest p-value for hybridization) and those showing the lowest variation; a list of 14,438 probesets remained for statistical testing. Sample data tables include only probesets that gave a "Present" call in at least one sample.
!Sample_platform_id = GPL570
!Sample_contact_name = Elizabeth,A.,Thomas
!Sample_contact_department = Molecular Biology
!Sample_contact_institute = The Scripps Research Institute
!Sample_contact_address = 10550 N. Torrey Pines Rd
!Sample_contact_city = La Jolla
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 92037
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM528nnn/GSM528851/suppl/GSM528851.CEL.gz
!Sample_series_id = GSE21138
!Sample_data_row_count = 30061
#ID_REF = 
#VALUE = dChip normalized
!sample_table_begin
ID_REF	VALUE
223016_x_at	9.0439
223018_at	6.4536
223025_s_at	7.718
223028_s_at	8.3101
223031_s_at	7.5685
223036_at	4.3805
223044_at	7.4078
223050_s_at	8.0973
223052_x_at	5.8856
223055_s_at	7.0723
223057_s_at	6.6292
223058_at	9.0566
223059_s_at	9.0061
223062_s_at	9.8377
223063_at	9.0283
223068_at	7.1736
223069_s_at	6.4963
223073_at	8.1586
223075_s_at	8.8179
223078_s_at	4.7389
223079_s_at	4.767
223080_at	4.926
223083_s_at	5.2357
223093_at	8.2933
223099_s_at	8.5433
223106_at	9.4634
223116_at	6.6396
223118_s_at	7.6305
223119_s_at	7.5837
223121_s_at	5.5903
223122_s_at	8.5661
223123_s_at	6.0496
223126_s_at	7.1521
223128_at	8.7146
223129_x_at	8.2236
223130_s_at	7.734
223131_s_at	5.314
223134_at	8.1804
223135_s_at	7.7712
223137_at	4.1542
223138_s_at	8.8992
223139_s_at	10.3852
223143_s_at	6.0785
223146_at	5.093
223147_s_at	5.5107
223149_s_at	2.5228
223150_s_at	7.9997
223153_x_at	5.7571
223158_s_at	7.3189
223159_s_at	6.9211
223160_s_at	7.9271
223161_at	7.5403
223165_s_at	7.4887
223167_s_at	6.3018
223168_at	9.2507
223169_s_at	6.1007
223170_at	7.5719
223171_at	8.1736
223172_s_at	6.2497
223175_s_at	7.8936
223177_at	7.4719
223178_s_at	7.3196
223179_at	9.8628
223181_at	7.1714
223182_s_at	8.438
223183_at	8.6894
223185_s_at	6.5341
223186_at	7.5415
223189_x_at	9.4782
223190_s_at	9.8494
223195_s_at	7.7819
223199_at	7.4288
223202_s_at	7.1061
223204_at	9.7685
223208_at	6.9122
223210_at	9.4342
223216_x_at	7.04
223217_s_at	5.583
223218_s_at	6.0763
223219_s_at	6.5937
223220_s_at	6.405
223221_at	6.8092
223222_at	6.1088
223225_s_at	6.7993
223229_at	7.6317
223231_at	8.5351
223232_s_at	4.5678
223234_at	7.0684
223240_at	7.4965
223241_at	5.2874
223246_s_at	8.2043
223249_at	8.6885
223251_s_at	7.0382
223252_at	8.7067
223254_s_at	5.5309
223255_at	6.0607
223256_at	6.951
223257_at	6.5331
223258_s_at	5.5082
223260_s_at	6.7329
223261_at	8.061
223262_s_at	9.2653
223263_s_at	9.3033
223265_at	7.9431
223268_at	8.0752
223269_at	7.8924
223270_at	6.4518
223271_s_at	7.1498
223274_at	3.6235
223275_at	6.828
223276_at	7.3165
223278_at	5.1041
223279_s_at	6.0098
223281_s_at	7.481
223283_s_at	8.407
223285_s_at	4.9401
223287_s_at	9.5959
223289_s_at	7.111
223291_at	6.1862
223292_s_at	5.0458
223296_at	9.4278
223297_at	7.5098
223302_s_at	6.8177
223303_at	4.7603
223304_at	7.1307
223306_at	8.479
223307_at	6.0369
223308_s_at	6.7327
223309_x_at	9.0607
223312_at	7.4234
223314_at	6.9096
223315_at	8.6255
223316_at	9.5091
223321_s_at	7.2135
223323_x_at	5.4365
223324_s_at	6.1782
223327_x_at	6.4592
223328_at	8.709
223330_s_at	7.4759
223332_x_at	7.6724
223333_s_at	4.9965
223335_at	8.2213
223338_s_at	11.2159
223341_s_at	9.8779
223343_at	5.8716
223344_s_at	5.1464
223348_x_at	8.1017
223349_s_at	7.2525
223350_x_at	9.8915
223355_at	5.4398
223360_at	7.3403
223364_s_at	4.2594
223365_at	5.0028
223366_at	8.4437
223369_at	7.6253
223372_at	5.0581
223373_s_at	6.3321
223376_s_at	8.1696
223377_x_at	5.5921
223378_at	7.1516
223380_s_at	7.0127
223382_s_at	8.4625
223383_at	6.8291
223385_at	6.1973
223388_s_at	6.1589
223389_s_at	5.9169
223392_s_at	7.5231
223393_s_at	8.2845
223394_at	6.5697
223395_at	5.2007
223398_at	8.0568
223400_s_at	6.1426
223402_at	7.3323
223404_s_at	7.931
223405_at	7.4519
223408_s_at	5.8094
223409_at	5.9594
223410_s_at	4.9519
223411_at	6.7364
223412_at	7.3545
223413_s_at	6.8514
223419_at	6.4844
223422_s_at	7.1273
223423_at	5.2165
223425_at	4.7001
223426_s_at	3.8398
223427_s_at	5.0352
223429_x_at	7.4354
223430_at	7.2836
223431_at	7.599
223432_at	7.2204
223434_at	6.1164
223436_s_at	7.1304
223437_at	7.5534
223438_s_at	7.1615
223443_s_at	7.9903
223444_at	6.9617
223449_at	7.7448
223450_s_at	7.3435
223452_s_at	4.5075
223454_at	5.5734
223456_s_at	4.8601
223457_at	6.6183
223458_at	9.0295
223461_at	7.6683
223462_at	5.1488
223463_at	8.7039
223464_at	5.533
223465_at	8.2388
223466_x_at	9.8837
223467_at	10.6826
223468_s_at	8.7282
223469_at	6.0458
223470_at	7.0195
223471_at	8.1549
223473_at	6.5634
223475_at	6.4238
223477_s_at	7.7208
223481_s_at	4.632
223483_at	4.9078
223485_at	7.3817
223487_x_at	3.8736
223488_s_at	4.8516
223489_x_at	5.3915
223490_s_at	5.2267
223494_at	8.4093
223495_at	5.6254
223497_at	8.2419
223499_at	5.9407
223500_at	10.5902
223501_at	6.2051
223502_s_at	6.7028
223504_at	8.041
223505_s_at	5.663
223509_at	3.7962
223510_at	4.8443
223511_at	5.8149
223512_at	6.4039
223513_at	6.8431
223514_at	5.2983
223518_at	7.2655
223519_at	7.4334
223522_at	9.3569
223523_at	8.1912
223525_at	4.0541
223527_s_at	6.7332
223533_at	4.8769
223535_at	7.9074
223536_at	9.0096
223537_s_at	5.1212
223538_at	9.2636
223539_s_at	8.5553
223540_at	5.4861
223541_at	4.6953
223542_at	7.9474
223544_at	4.5627
223548_at	5.8367
223549_s_at	5.035
223551_at	6.6212
223553_s_at	5.434
223554_s_at	6.6095
223558_at	7.2558
223559_s_at	9.5644
223562_at	4.9261
223563_at	6.4769
223566_s_at	6.266
223567_at	6.3316
223570_at	5.459
223572_at	8.5176
223573_s_at	7.1686
223574_x_at	10.3198
223577_x_at	8.5105
223578_x_at	7.5834
223580_at	5.8799
223581_at	5.7183
223582_at	7.9678
223583_at	4.1914
223584_s_at	6.5517
223585_x_at	7.0597
223586_at	5.8423
223588_at	5.4383
223590_at	5.7462
223591_at	4.93
223592_s_at	6.0221
223595_at	5.5821
223597_at	4.4226
223602_at	5.8089
223605_at	10.1827
223608_at	7.0939
223609_at	4.9314
223610_at	6.2189
223612_s_at	8.6277
223614_at	8.0944
223615_at	6.1931
223616_at	4.2621
223619_x_at	5.7705
223620_at	6.2492
223621_at	9.8406
223622_s_at	7.0135
223623_at	6.7005
223624_at	5.573
223627_at	4.0618
223628_at	7.2782
223629_at	5.316
223630_at	6.8574
223631_s_at	4.7257
223633_s_at	4.7399
223635_s_at	7.457
223636_at	6.0325
223638_at	5.5737
223640_at	4.999
223641_at	5.7764
223642_at	8.6351
223645_s_at	3.388
223646_s_at	3.9668
223648_s_at	4.6459
223651_x_at	7.1966
223653_x_at	8.4747
223654_s_at	10.5652
223655_at	5.2321
223656_s_at	6.0747
223657_at	4.6512
223658_at	4.2068
223660_at	7.3993
223661_at	5.4098
223662_x_at	11.07
223663_at	6.8551
223664_x_at	4.0494
223665_at	4.3153
223673_at	8.3569
223674_s_at	4.2368
223676_at	4.2817
223677_at	6.8819
223679_at	5.4792
223681_s_at	5.3432
223682_s_at	6.5688
223683_at	4.6607
223684_s_at	7.1444
223685_s_at	5.2375
223686_at	6.2587
223690_at	4.9382
223692_at	6.024
223693_s_at	6.5794
223694_at	5.184
223695_s_at	4.7315
223697_x_at	4.7799
223698_at	6.1827
223699_at	9.2774
223700_at	3.8351
223701_s_at	7.9352
223702_x_at	5.0992
223703_at	6.8209
223704_s_at	4.9818
223706_at	4.2209
223707_at	6.4088
223708_at	9.0569
223709_s_at	4.0373
223712_at	5.4867
223714_at	5.8149
223717_s_at	4.142
223720_at	4.7335
223722_at	4.4322
223724_s_at	5.5246
223729_at	6.4168
223730_at	5.4878
223731_at	5.8944
223733_s_at	4.965
223735_at	6.9866
223736_at	4.9173
223740_at	6.6615
223741_s_at	9.2056
223743_s_at	7.6664
223744_s_at	6.0543
223745_at	3.7545
223746_at	3.6389
223747_x_at	4.3708
223748_at	4.5163
223749_at	4.4429
223751_x_at	4.3863
223753_s_at	7.0466
223754_at	5.6416
223757_at	5.7448
223758_s_at	7.6323
223759_s_at	6.3353
223760_s_at	6.3205
223763_at	5.9596
223764_x_at	6.8765
223765_s_at	5.9554
223766_at	5.6352
223767_at	5.3581
223769_x_at	6.349
223770_x_at	6.8604
223771_at	5.2841
223773_s_at	6.6154
223775_at	4.8452
223777_at	6.5905
223778_at	4.7018
223779_at	5.2182
223780_s_at	6.1612
223781_x_at	6.7846
223783_s_at	5.6348
223784_at	4.7405
223785_at	6.4399
223786_at	5.0634
223788_at	5.756
223789_s_at	4.5546
223790_at	4.9325
223791_at	5.3553
223792_at	6.0771
223793_at	4.8858
223794_at	3.9119
223797_at	6.6546
223798_at	4.6803
223799_at	6.7446
223802_s_at	6.7058
223806_s_at	5.2695
223807_at	4.9363
223810_at	4.594
223811_s_at	6.0061
223812_at	7.1475
223813_at	3.8379
223814_at	5.6854
223823_at	6.4447
223824_at	6.4481
223832_s_at	6.0965
223833_at	5.81
223834_at	4.3501
223836_at	5.0533
223837_at	5.8193
223838_at	3.1643
223839_s_at	8.8157
223842_s_at	6.3302
223843_at	6.1504
223845_at	4.606
223846_at	4.3964
223847_s_at	8.4197
223850_at	3.8024
223852_s_at	7.2629
223853_at	4.6545
223854_at	7.9471
223855_s_at	4.4185
223856_at	5.7846
223858_at	5.9739
223865_at	4.2454
223866_at	5.2972
223868_s_at	6.4202
223869_at	3.6233
223870_at	5.3926
223874_at	6.3828
223875_s_at	6.6152
223876_at	4.8204
223877_at	4.2976
223879_s_at	8.9791
223882_at	6.1629
223884_at	6.6362
223888_s_at	5.955
223889_at	5.1223
223890_at	5.7886
223893_at	6.0527
223895_s_at	5.5329
223896_at	5.8902
223897_at	5.1145
223903_at	5.5708
223904_at	4.566
223906_s_at	5.0374
223907_s_at	7.3265
223908_at	5.1071
223909_s_at	7.4148
223910_at	5.5732
223911_at	6.0145
223912_s_at	6.6708
223913_s_at	7.9605
223915_at	6.495
223916_s_at	4.3423
223917_s_at	7.6311
223918_at	4.356
223919_at	5.0151
223922_x_at	4.3157
223923_at	4.5907
223926_at	5.6967
223927_at	5.066
223928_s_at	3.8755
223930_at	4.8094
223931_s_at	6.2482
223933_at	8.5458
223934_at	3.848
223935_at	4.8015
223936_s_at	4.9331
223937_at	5.6292
223938_at	4.5529
223940_x_at	9.8833
223941_at	5.0264
223942_x_at	4.2716
223947_s_at	6.7987
223948_s_at	4.0194
223949_at	4.6593
223951_at	5.0531
223952_x_at	5.4972
223956_at	5.463
223961_s_at	5.9507
223963_s_at	4.6605
223964_x_at	7.6577
223968_at	5.6932
223971_at	4.4326
223976_at	4.6829
223977_s_at	4.8725
223979_x_at	5.3531
223980_s_at	6.4244
223981_at	4.3967
223984_s_at	5.8823
223986_x_at	4.0347
223989_s_at	6.3653
223990_at	4.6248
223991_s_at	7.0013
223992_x_at	6.5606
223995_at	4.6096
223996_s_at	7.2598
223997_at	4.9185
223999_at	4.5973
224000_at	6.3202
224001_at	5.9954
224003_at	6.2584
224004_at	3.1488
224005_at	6.5802
224007_at	4.7842
224009_x_at	5.0955
224013_s_at	4.9261
224014_at	4.7881
224015_s_at	7.3615
224016_at	4.6422
224018_s_at	6.4878
224019_at	4.0172
224026_at	4.6551
224027_at	6.0644
224032_x_at	6.1074
224034_at	4.6097
224035_s_at	5.7677
224036_s_at	7.3663
224037_at	4.7788
224040_at	6.5753
224042_at	4.3724
224044_at	5.3602
224047_at	4.8266
224048_at	5.3572
224049_at	4.9471
224051_at	4.5285
224053_s_at	4.8544
224054_at	5.5261
224058_s_at	4.1839
224059_s_at	6.0463
224061_at	4.3341
224062_x_at	4.8126
224066_s_at	4.8488
224069_x_at	5.5315
224070_at	6.1179
224072_s_at	5.4845
224073_at	3.9515
224079_at	4.45
224081_at	3.6331
224082_at	5.0853
224084_at	4.3831
224087_at	4.3014
224088_at	3.6558
224090_s_at	5.0799
224091_at	5.0431
224092_at	5.7583
224097_s_at	4.91
224098_at	4.501
224099_at	4.6432
224100_s_at	4.5976
224102_at	5.5939
224103_at	5.1655
224106_at	4.2732
224113_at	4.7839
224114_at	3.1856
224115_at	3.4631
224117_at	3.865
224118_at	4.8244
224121_x_at	4.1538
224123_at	5.6734
224125_at	5.6588
224128_at	4.6779
224130_s_at	8.0313
224132_at	6.0004
224133_at	4.9427
224135_at	5.399
224138_at	6.402
224139_at	4.5842
224140_at	3.547
224141_at	5.3778
224142_s_at	4.1466
224143_at	4.3482
224144_at	4.1323
224151_s_at	8.2957
224152_s_at	5.6342
224154_at	4.2188
224156_x_at	7.1441
224158_s_at	5.2742
224159_x_at	7.0668
224162_s_at	8.363
224165_s_at	3.8723
224166_at	4.5329
224169_at	3.9993
224170_s_at	5.5434
224171_at	5.2983
224172_at	4.0063
224176_s_at	6.1172
224177_s_at	6.713
224178_s_at	4.8551
224180_x_at	6.9521
224181_at	4.5719
224182_x_at	6.858
224183_at	4.3928
224184_s_at	6.9857
224185_at	4.6941
224192_at	3.2211
224193_s_at	3.9355
224195_at	5.1244
224197_s_at	6.9903
224199_at	6.517
224200_s_at	5.2511
224203_at	6.5836
224204_x_at	5.9499
224207_x_at	5.8346
224210_s_at	4.9466
224212_s_at	9.667
224215_s_at	7.102
224216_at	4.5451
224218_s_at	6.6629
224220_x_at	5.3836
224223_s_at	5.8158
224227_s_at	5.7533
224229_s_at	5.7694
224236_s_at	4.8536
224237_at	5.0022
224239_at	5.0808
224240_s_at	5.1508
224244_s_at	6.1327
224247_s_at	7.9655
224252_s_at	5.4633
224254_x_at	9.0765
224257_s_at	4.9593
224258_at	5.2724
224261_at	6.6655
224262_at	4.3541
224264_x_at	6.4183
224265_s_at	4.7147
224268_x_at	5.0669
224275_at	5.9336
224276_at	4.9252
224279_s_at	6.7116
224282_s_at	4.9736
224284_x_at	8.7241
224286_at	6.2846
224288_x_at	8.1855
224289_s_at	4.5488
224291_at	4.7065
224294_at	5.6155
224299_x_at	6.0339
224300_x_at	6.1094
224301_x_at	6.8761
224302_s_at	8.6913
224303_x_at	6.1199
224304_x_at	6.0061
224308_s_at	6.9096
224310_s_at	4.3834
224311_s_at	7.9852
224314_s_at	5.4003
224316_at	5.2792
224318_s_at	8.5927
224319_s_at	7.347
224325_at	5.6786
224326_s_at	5.8333
224327_s_at	6.5417
224328_s_at	5.7572
224329_s_at	3.8969
224331_s_at	9.7852
224332_s_at	8.391
224336_s_at	5.6436
224338_s_at	6.1476
224341_x_at	5.9646
224342_x_at	5.5918
224344_at	5.442
224346_at	5.5533
224357_s_at	5.1803
224358_s_at	4.0676
224359_s_at	5.3139
224360_s_at	4.21
224361_s_at	6.9657
224363_at	2.6678
224370_s_at	7.9588
224371_at	4.7738
224374_s_at	6.0569
224375_at	7.5712
224384_s_at	4.5543
224387_at	4.5863
224390_s_at	4.5858
224394_at	3.3324
224397_s_at	5.3575
224399_at	4.9824
224409_s_at	5.8013
224410_s_at	7.7512
224412_s_at	4.7516
224414_s_at	4.3068
224417_at	6.0363
224422_x_at	6.5742
224423_x_at	4.64
224424_x_at	6.6249
224425_x_at	5.5141
224428_s_at	4.9358
224429_x_at	8.2561
224431_s_at	6.799
224432_at	7.1258
224434_s_at	6.9167
224436_s_at	8.1108
224441_s_at	5.5332
224443_at	6.0225
224444_s_at	6.1986
224451_x_at	6.6076
224453_s_at	4.1906
224457_at	6.843
224458_at	9.7296
224460_s_at	5.8843
224461_s_at	4.763
224462_s_at	9.0533
224466_s_at	6.7544
224468_s_at	5.5301
224469_s_at	4.4879
224470_at	5.3239
224471_s_at	9.1352
224473_x_at	8.2386
224474_x_at	7.3301
224475_at	5.9223
224476_s_at	7.3269
224477_s_at	7.9765
224480_s_at	6.6309
224484_s_at	7.3396
224486_s_at	6.7807
224487_at	3.115
224489_at	5.08
224490_s_at	4.2778
224495_at	5.1979
224496_s_at	5.8452
224497_x_at	6.7042
224499_s_at	3.9955
224501_at	5.4148
224505_s_at	5.5258
224509_s_at	6.8261
224510_s_at	4.225
224514_x_at	6.3074
224518_s_at	6.8237
224522_s_at	8.0749
224524_s_at	9.1054
224525_s_at	7.3577
224529_s_at	4.8054
224530_s_at	7.869
224531_at	4.7401
224534_at	5.1249
224535_s_at	7.4029
224538_s_at	4.4327
224539_s_at	6.7032
224543_at	5.3023
224546_at	5.2725
224547_at	3.4919
224549_x_at	9.7285
224550_s_at	7.154
224552_s_at	5.381
224553_s_at	4.3937
224556_s_at	5.1613
224557_x_at	6.3725
224558_s_at	9.1324
224559_at	8.7997
224562_at	8.094
224563_at	5.6769
224564_s_at	11.1629
224565_at	9.0992
224566_at	8.8629
224567_x_at	10.1755
224568_x_at	9.2743
224569_s_at	10.3496
224572_s_at	8.2312
224574_at	8.0353
224576_at	7.6945
224577_at	6.6812
224578_at	8.6565
224580_at	6.7472
224582_s_at	9.8098
224595_at	8.1896
224606_at	8.4209
224609_at	7.2534
224610_at	7.6638
224613_s_at	7.801
224617_at	7.6097
224618_at	5.854
224623_at	8.2392
224631_at	8.0929
224635_s_at	8.882
224638_at	7.1591
224639_at	9.227
224642_at	7.844
224643_at	7.2063
224645_at	7.8192
224646_x_at	4.8971
224650_at	10.0232
224658_x_at	7.8356
224659_at	6.3656
224661_at	7.1711
224662_at	10.0959
224667_x_at	8.5268
224670_at	6.8239
224672_x_at	5.6356
224673_at	6.1121
224674_at	8.2699
224676_at	9.3356
224678_at	6.367
224682_at	8.6427
224686_x_at	9.2149
224687_at	9.239
224690_at	8.7758
224694_at	8.6228
224697_at	4.7675
224699_s_at	7.51
224701_at	6.7567
224703_at	8.5742
224704_at	8.4364
224705_s_at	7.7382
224706_at	7.92
224708_at	7.0958
224709_s_at	10.8452
224710_at	7.4535
224712_x_at	9.3493
224722_at	5.8916
224723_x_at	8.5474
224725_at	6.2994
224726_at	7.6623
224733_at	5.4637
224735_at	7.5054
224736_at	9.4752
224739_at	8.3962
224743_at	10.0567
224744_at	8.0954
224747_at	8.7103
224751_at	7.8236
224753_at	5.5842
224754_at	7.8729
224755_at	9.3213
224758_at	7.1775
224760_at	6.9226
224761_at	9.4375
224764_at	10.3362
224766_at	7.399
224770_s_at	6.469
224771_at	8.3572
224772_at	9.334
224773_at	6.6557
224774_s_at	6.2229
224775_at	4.9506
224781_s_at	9.9935
224784_at	9.6555
224786_at	11.002
224790_at	8.1618
224792_at	5.6054
224793_s_at	7.4495
224794_s_at	7.9048
224795_x_at	5.4556
224796_at	9.6539
224797_at	8.8163
224799_at	8.2265
224803_s_at	5.5079
224805_s_at	5.0829
224806_at	7.7602
224810_s_at	7.9802
224811_at	7.5588
224817_at	8.6183
224820_at	9.7947
224821_at	5.8553
224823_at	9.2452
224824_at	7.1352
224826_at	7.4594
224827_at	7.9826
224828_at	8.1024
224829_at	10.0953
224831_at	9.9808
224832_at	6.8864
224833_at	7.6153
224834_at	7.9129
224839_s_at	7.1067
224840_at	9.5106
224843_at	6.3282
224844_at	7.8954
224846_at	6.3147
224847_at	6.7392
224848_at	6.1658
224851_at	7.6268
224853_at	5.8542
224856_at	8.3298
224857_s_at	7.4139
224859_at	6.685
224860_at	7.076
224863_at	7.7255
224864_at	7.8221
224865_at	8.7061
224866_at	8.326
224868_at	7.0534
224869_s_at	8.6025
224872_at	9.2489
224873_s_at	7.325
224874_at	8.3306
224875_at	8.4856
224876_at	9.5157
224878_at	9.1599
224882_at	8.4668
224883_at	8.2874
224884_at	7.405
224886_at	7.0778
224889_at	9.2615
224893_at	7.9751
224894_at	7.4848
224895_at	7.2826
224896_s_at	8.8352
224897_at	8.8961
224898_at	6.8315
224899_s_at	7.3058
224900_at	8.2025
224902_at	8.4646
224904_at	7.8664
224906_at	6.9234
224908_s_at	8.0408
224911_s_at	7.0698
224913_s_at	9.2384
224917_at	6.7295
224918_x_at	9.4597
224920_x_at	7.7671
224921_at	7.1967
224923_at	4.2458
224924_at	4.2241
224925_at	8.7265
224928_at	9.3164
224929_at	5.9322
224933_s_at	8.3409
224934_at	9.1035
224938_at	8.4307
224939_at	9.0577
224940_s_at	4.0113
224941_at	3.4548
224942_at	3.8765
224943_at	7.3181
224945_at	6.9943
224949_at	8.9061
224950_at	6.2019
224952_at	9.2965
224953_at	8.7572
224954_at	7.2587
224955_at	8.4552
224956_at	6.638
224958_at	7.2217
224959_at	7.2912
224963_at	6.3041
224965_at	6.0051
224966_s_at	5.6476
224970_at	9.3718
224973_at	3.4716
224974_at	8.7776
224975_at	8.7319
224976_at	8.2446
224977_at	8.9179
224978_s_at	6.1452
224979_s_at	5.3265
224981_at	8.7927
224982_at	7.1999
224986_s_at	10.1646
224987_at	6.6905
224989_at	8.8132
224991_at	9.3266
224995_at	10.086
224996_at	7.8358
224997_x_at	5.0095
224999_at	7.2149
225008_at	6.9284
225009_at	10.8072
225013_at	6.2239
225014_at	8.3127
225015_s_at	5.4275
225016_at	9.3043
225017_at	7.8787
225018_at	8.4845
225021_at	8.3256
225023_at	6.9073
225025_at	8.7582
225026_at	7.8699
225028_at	7.6085
225029_at	9.1466
225034_at	6.0045
225042_s_at	7.2883
225043_at	7.6371
225045_at	9.4945
225046_at	6.3406
225047_at	6.1013
225051_at	6.6802
225052_at	9.2373
225055_at	7.3919
225056_at	9.2614
225059_at	6.452
225062_at	5.7199
225070_at	8.2399
225072_at	4.1264
225077_at	8.9642
225078_at	6.2966
225079_at	6.1346
225081_s_at	6.4797
225085_at	6.7574
225087_at	9.2391
225089_at	7.4163
225090_at	7.9943
225094_at	5.8833
225095_at	7.9875
225097_at	10.1402
225101_s_at	9.3
225104_at	5.4157
225105_at	6.4451
225107_at	6.4801
225108_at	7.7768
225109_at	4.9638
225113_at	7.2114
225115_at	9.5141
225116_at	10.3252
225118_at	5.8924
225119_at	8.022
225120_at	9.3197
225127_at	9.2129
225129_at	7.49
225130_at	7.3561
225133_at	7.8123
225136_at	8.6576
225137_at	3.7067
225139_at	5.5627
225140_at	5.6144
225141_at	6.8746
225142_at	5.5038
225147_at	8.3305
225150_s_at	6.851
225155_at	8.4673
225157_at	6.8888
225158_at	8.0148
225160_x_at	7.6372
225165_at	10.1497
225167_at	8.6421
225169_at	5.902
225170_at	7.1187
225171_at	5.5328
225173_at	4.9293
225175_s_at	7.1639
225176_at	9.3674
225178_at	8.8119
225179_at	10.1359
225180_at	8.1482
225181_at	7.9992
225186_at	6.7024
225187_at	8.7019
225188_at	9.5816
225191_at	8.1885
225195_at	6.2256
225197_at	9.7208
225199_at	9.7667
225202_at	9.3235
225203_at	7.4347
225204_at	9.7547
225207_at	8.209
225211_at	8.4382
225219_at	8.2428
225221_at	9.6325
225223_at	7.3081
225224_at	8.4358
225227_at	8.6905
225228_at	6.9412
225229_at	8.9675
225230_at	7.8095
225233_at	5.2227
225234_at	7.6626
225237_s_at	8.3262
225238_at	7.3615
225239_at	8.8007
225240_s_at	9.1282
225241_at	5.3253
225245_x_at	7.0039
225246_at	7.2686
225248_at	5.2997
225249_at	5.3659
225250_at	6.4056
225253_s_at	7.9632
225254_at	6.0356
225256_at	8.4996
225258_at	4.8045
225262_at	6.9821
225265_at	5.7659
225266_at	8.3468
225269_s_at	8.158
225270_at	8.6874
225272_at	8.9599
225273_at	7.8385
225274_at	9.539
225278_at	7.9431
225279_s_at	6.264
225280_x_at	5.7159
225286_at	5.2175
225288_at	5.1424
225289_at	8.3344
225290_at	8.7728
225292_at	6.758
225293_at	5.7769
225294_s_at	9.3715
225296_at	7.452
225299_at	6.9628
225300_at	7.2528
225301_s_at	7.0553
225304_s_at	10.4698
225305_at	6.5531
225306_s_at	7.7364
225307_at	7.0714
225308_s_at	6.5038
225309_at	8.5737
225311_at	7.9988
225314_at	8.7178
225318_at	9.0552
225320_at	7.8908
225321_s_at	7.6748
225322_s_at	4.277
225323_at	5.8491
225326_at	8.8639
225328_at	7.8806
225330_at	8.7528
225331_at	6.934
225332_at	9.61
225333_at	5.3139
225335_at	6.6894
225336_at	7.6622
225337_at	8.9561
225341_at	7.4878
225342_at	9.3245
225347_at	10.0521
225348_at	6.6371
225349_at	5.2972
225353_s_at	6.8587
225355_at	7.7861
225356_at	7.6663
225360_at	4.3695
225362_at	4.2686
225364_at	8.7672
225366_at	6.1749
225367_at	6.8826
225368_at	10.4819
225369_at	5.9122
225372_at	5.8105
225373_at	8.0949
225375_at	7.1919
225377_at	9.0543
225378_at	7.3917
225380_at	6.9258
225383_at	8.5969
225384_at	7.868
225393_at	8.7436
225395_s_at	9.1582
225397_at	7.2865
225398_at	7.9512
225400_at	6.2098
225401_at	6.6878
225406_at	8.2594
225407_at	8.7675
225408_at	6.3768
225410_at	8.6105
225411_at	6.3158
225412_at	6.2333
225415_at	6.9668
225416_at	9.4322
