^SAMPLE = GSM528851
!Sample_title = Control-22
!Sample_geo_accession = GSM528851
!Sample_status = Public on Mar 31 2010
!Sample_submission_date = Mar 30 2010
!Sample_last_update_date = Aug 12 2022
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = prefrontal cortex
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = brain region: BA46
!Sample_characteristics_ch1 = stage of illness [short doi=<5 yrs; intermediate doi=7-18yrs; long doi=>28 yrs]: intermediate duration of illness - control
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = age: 66
!Sample_characteristics_ch1 = tissue ph: 6.37
!Sample_characteristics_ch1 = pmi (hrs): 43
!Sample_characteristics_ch1 = type of drug: NA
!Sample_characteristics_ch1 = drug dose (chlorpromazine equivalents): NA
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Total RNA was extracted from the prefrontal cortex (Brodmann Area 46; 100 mg; left hemisphere) from all subjects as described previously (Desplats et al., 2006).  RNA quantification was determined by spectrophotometer readings, and quality by Agilent Bioanalyzer scans.  RNA integrity (RIN) numbers were not available at the time of RNA extraction, but Bioanalyzer traces of each RNA sample showed no evidence for degradation products.  RNA samples were amplified, biotin-labeled and then hybridized to the Human Genome U133 Plus 2.0 array using standard Affymetrix protocol as described in Lockhart et al, 1996.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotin-labeled
!Sample_hyb_protocol = Samples were hybridized to the Human Genome U133 Plus 2.0 array using standard Affymetrix protocol as described in Lockhart et al, 1996.
!Sample_scan_protocol = Chips were scanned using the Affymetrix ScanArray 3000 using default settings and a target intensity of 250 for scaling.
!Sample_description = ID# from Supplementary Table 3 of PMID 18778695:
!Sample_description = Ic14
!Sample_data_processing = RNA expression data from schizophrenic subjects and their matched controls were normalized using dChip (DNA-Chip Analyzer), a statistical model for the probe-level data which gives model-based estimates for gene expression indices (Li and Hung Wong 2001) and subjected to a batch adjustment normalization to allow for comparisons among all three cohorts (Johnson et al., 2007).  Data were filtered to exclude those transcripts that were not present in at least one of the RNA samples, those with redundant probeset IDs (retaining those with the highest p-value for hybridization) and those showing the lowest variation; a list of 14,438 probesets remained for statistical testing. Sample data tables include only probesets that gave a "Present" call in at least one sample.
!Sample_platform_id = GPL570
!Sample_contact_name = Elizabeth,A.,Thomas
!Sample_contact_department = Molecular Biology
!Sample_contact_institute = The Scripps Research Institute
!Sample_contact_address = 10550 N. Torrey Pines Rd
!Sample_contact_city = La Jolla
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 92037
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM528nnn/GSM528851/suppl/GSM528851.CEL.gz
!Sample_series_id = GSE21138
!Sample_data_row_count = 30061
#ID_REF = 
#VALUE = dChip normalized
!sample_table_begin
ID_REF	VALUE
213236_at	10.4308
213238_at	5.8199
213239_at	7.107
213244_at	6.3219
213246_at	7.3488
213248_at	6.1211
213249_at	7.2046
213250_at	7.2757
213252_at	5.682
213253_at	6.9386
213254_at	7.5879
213257_at	6.1827
213258_at	4.9691
213260_at	6.6716
213261_at	7.0834
213262_at	9.8592
213263_s_at	7.6226
213265_at	5.1014
213267_at	4.579
213269_at	7.8947
213271_s_at	8.894
213272_s_at	5.5107
213274_s_at	8.3363
213275_x_at	10.3354
213277_at	4.6927
213278_at	9.3336
213280_at	9.7177
213281_at	5.5392
213285_at	5.7166
213286_at	6.8342
213287_s_at	9.3865
213289_at	6.9108
213290_at	6.1764
213291_s_at	8.7709
213292_s_at	7.3513
213293_s_at	7.5359
213297_at	6.8183
213298_at	6.0237
213299_at	4.6595
213301_x_at	8.1214
213302_at	6.829
213303_x_at	5.4573
213305_s_at	8.2374
213306_at	8.187
213307_at	9.0339
213308_at	9.6929
213309_at	8.8998
213310_at	5.5759
213312_at	8.1317
213313_at	9.8797
213317_at	6.4498
213319_s_at	4.3194
213320_at	7.1108
213323_s_at	7.0101
213324_at	7.08
213325_at	7.5819
213326_at	10.8135
213328_at	7.9198
213329_at	7.8133
213331_s_at	7.924
213332_at	5.2209
213338_at	8.7528
213339_at	4.8914
213341_at	8.0803
213342_at	5.1071
213344_s_at	5.7065
213348_at	7.8315
213350_at	7.3238
213352_at	7.4902
213353_at	8.4221
213359_at	5.906
213362_at	10.3183
213363_at	5.9802
213369_at	6.4337
213370_s_at	5.7416
213371_at	6.672
213374_x_at	7.9433
213376_at	7.7267
213378_s_at	4.3873
213380_x_at	4.4448
213382_at	4.5285
213383_at	7.1288
213384_x_at	6.2355
213385_at	8.8014
213387_at	5.3803
213391_at	6.1283
213392_at	8.4503
213394_at	8.6606
213395_at	9.9566
213396_s_at	8.7025
213397_x_at	5.1221
213400_s_at	7.6034
213401_s_at	5.1176
213403_at	5.0339
213406_at	2.8349
213410_at	8.0405
213413_at	4.9147
213415_at	6.087
213416_at	3.8529
213417_at	4.8116
213419_at	6.2256
213420_at	7.0374
213421_x_at	9.4748
213422_s_at	7.0109
213428_s_at	9.2113
213429_at	5.7062
213430_at	3.7971
213431_x_at	6.0838
213434_at	7.5467
213437_at	5.5217
213438_at	9.3928
213441_x_at	7.0999
213442_x_at	6.2658
213444_at	7.0696
213447_at	8.9554
213449_at	5.4289
213451_x_at	6.8553
213455_at	6.3802
213457_at	7.3942
213459_at	4.8367
213461_at	7.2225
213466_at	5.6912
213467_at	8.5045
213469_at	8.3929
213470_s_at	7.0337
213471_at	6.8094
213472_at	3.7351
213473_at	8.5941
213475_s_at	5.1107
213478_at	10.1748
213479_at	9.9961
213481_at	3.8063
213482_at	9.0051
213483_at	7.7521
213484_at	10.5454
213488_at	6.4876
213490_s_at	7.7531
213492_at	5.2774
213493_at	4.5688
213494_s_at	5.9371
213495_s_at	3.6208
213496_at	9.7574
213497_at	6.2658
213498_at	4.2682
213501_at	6.8816
213502_x_at	8.0831
213503_x_at	7.4575
213504_at	8.121
213506_at	3.6354
213507_s_at	10.2323
213510_x_at	9.9867
213515_x_at	6.0119
213517_at	8.4533
213518_at	8.4472
213519_s_at	6.444
213520_at	4.4301
213521_at	8.4002
213522_s_at	5.2632
213524_s_at	5.5932
213529_at	5.9965
213530_at	8.9815
213531_s_at	10.4789
213532_at	7.1843
213534_s_at	6.7579
213536_s_at	3.921
213539_at	5.3408
213540_at	6.7499
213541_s_at	5.2937
213542_at	6.4323
213543_at	5.7451
213544_at	4.242
213546_at	8.3817
213548_s_at	6.3939
213550_s_at	6.3218
213552_at	7.4876
213553_x_at	7.8481
213554_s_at	7.4852
213556_at	6.4182
213557_at	6.4706
213561_at	5.8733
213562_s_at	5.8059
213563_s_at	4.287
213565_s_at	6.5525
213566_at	5.5981
213570_at	4.9713
213572_s_at	5.6691
213573_at	8.2822
213574_s_at	9.5734
213575_at	5.9624
213577_at	7.8456
213578_at	7.4342
213579_s_at	6.6658
213581_at	7.911
213582_at	5.8952
213584_s_at	6.1543
213585_s_at	4.4041
213586_at	4.1851
213589_s_at	6.0589
213591_at	7.2009
213592_at	7.6412
213593_s_at	8.7198
213594_x_at	8.6645
213598_at	8.7067
213599_at	4.8632
213600_at	6.544
213602_s_at	5.5915
213603_s_at	4.1568
213604_at	7.7917
213605_s_at	6.9095
213606_s_at	6.3555
213611_at	4.4507
213612_x_at	10.093
213613_s_at	5.2584
213615_at	5.4916
213616_at	8.3035
213619_at	11.1127
213620_s_at	7.4776
213621_s_at	5.1516
213622_at	6.6573
213623_at	8.9889
213625_at	6.6631
213627_at	6.058
213629_x_at	11.5422
213630_at	8.4903
213631_x_at	3.9519
213632_at	5.6258
213633_at	5.0069
213635_s_at	5.6661
213637_at	7.6811
213638_at	8.761
213639_s_at	6.0204
213641_at	6.019
213642_at	8.2182
213645_at	6.423
213647_at	4.8924
213649_at	8.2138
213650_at	7.6633
213651_at	6.5151
213652_at	5.9554
213653_at	4.7426
213656_s_at	8.8724
213658_at	8.1333
213660_s_at	6.3663
213661_at	8.1972
213662_at	4.3588
213663_s_at	4.1903
213667_at	4.9621
213668_s_at	4.0622
213669_at	6.5942
213670_x_at	7.4923
213673_x_at	4.0235
213674_x_at	6.2628
213675_at	6.9251
213676_at	9.8981
213677_s_at	8.4461
213678_at	8.0256
213679_at	6.121
213681_at	6.1366
213683_at	8.5475
213684_s_at	5.9569
213685_at	5.7271
213686_at	8.0055
213688_at	8.3566
213690_s_at	5.858
213691_at	5.4509
213692_s_at	5.2233
213693_s_at	4.8103
213694_at	8.5688
213695_at	5.2961
213696_s_at	6.8338
213700_s_at	6.7946
213703_at	5.8583
213704_at	8.8188
213705_at	6.288
213707_s_at	4.0208
213710_s_at	9.7783
213711_at	5.2767
213712_at	7.6062
213713_s_at	6.0899
213721_at	7.876
213722_at	6.3368
213723_s_at	5.6675
213728_at	4.6673
213729_at	9.3811
213730_x_at	7.0253
213731_s_at	5.3852
213732_at	3.6998
213734_at	9.8686
213736_at	7.2793
213737_x_at	9.4501
213739_at	7.5552
213741_s_at	7.0256
213742_at	8.3514
213743_at	7.4691
213746_s_at	6.6166
213747_at	4.3861
213748_at	6.4907
213749_at	5.0177
213751_at	5.0101
213752_at	5.5831
213753_x_at	8.3119
213755_s_at	3.4553
213756_s_at	5.4228
213757_at	11.3921
213759_at	5.1198
213761_at	6.9729
213763_at	6.533
213767_at	4.6581
213768_s_at	6.7436
213771_at	7.848
213772_s_at	6.2322
213774_s_at	5.2456
213775_x_at	9.5384
213776_at	7.7192
213777_s_at	4.5201
213778_x_at	6.9456
213779_at	7.615
213780_at	5.2581
213781_at	4.457
213783_at	5.1873
213784_at	5.7661
213787_s_at	7.3764
213788_s_at	8.2149
213789_at	5.6564
213791_at	7.0841
213792_s_at	8.0375
213793_s_at	10.7158
213797_at	6.3783
213799_s_at	6.2504
213802_at	5.0194
213804_at	6.4653
213805_at	6.2305
213806_at	5.141
213807_x_at	5.5537
213810_s_at	4.9362
213812_s_at	11.3329
213813_x_at	7.5356
213814_s_at	4.0091
213819_s_at	5.6723
213820_s_at	6.1633
213821_s_at	4.2956
213822_s_at	6.1029
213823_at	5.0182
213824_at	6.2425
213825_at	8.4344
213827_at	7.5876
213829_x_at	5.3533
213832_at	10.0427
213833_x_at	4.9364
213834_at	8.6048
213836_s_at	6.1764
213837_at	6.5148
213838_at	8.5846
213839_at	6.2894
213840_s_at	4.726
213842_x_at	7.8609
213845_at	8.5622
213847_at	6.3564
213850_s_at	8.2102
213851_at	5.6799
213854_at	5.2173
213855_s_at	4.8872
213859_x_at	8.3207
213861_s_at	5.5692
213863_s_at	4.339
213866_at	7.0675
213870_at	4.9409
213871_s_at	5.2895
213872_at	9.8415
213874_at	5.108
213875_x_at	7.6254
213880_at	4.9177
213882_at	6.3482
213883_s_at	9.4357
213884_s_at	6.9271
213885_at	7.6999
213887_s_at	9.6307
213889_at	6.0183
213891_s_at	10.1549
213892_s_at	7.0855
213894_at	7.6546
213897_s_at	8.9155
213898_at	6.6561
213899_at	7.4855
213900_at	7.5091
213901_x_at	8.9185
213903_s_at	5.1166
213904_at	10.4552
213906_at	5.8571
213907_at	5.4683
213909_at	4.8514
213914_s_at	5.7507
213915_at	4.5384
213917_at	5.8427
213918_s_at	6.9266
213919_at	6.9302
213921_at	9.8125
213923_at	8.4921
213925_at	8.8544
213926_s_at	6.5068
213927_at	9.3202
213929_at	4.9663
213931_at	5.4939
213932_x_at	10.6396
213933_at	6.1351
213934_s_at	7.5881
213935_at	6.128
213936_x_at	4.466
213940_s_at	7.9385
213942_at	5.6248
213943_at	5.8476
213946_s_at	6.2417
213947_s_at	6.7105
213948_x_at	7.7438
213950_s_at	5.04
213951_s_at	5.7095
213954_at	9.5098
213955_at	5.2915
213956_at	8.2607
213958_at	7.396
213963_s_at	5.7893
213965_s_at	8.6819
213968_at	4.5905
213971_s_at	8.1223
213974_at	5.6616
213976_at	5.3239
213979_s_at	7.4626
213980_s_at	9.9376
213983_s_at	5.921
213984_at	6.4217
213985_s_at	4.3919
213986_s_at	6.2532
213988_s_at	8.7179
213989_x_at	6.7168
213990_s_at	8.3424
213991_s_at	4.0948
213992_at	3.1313
213993_at	6.7519
213994_s_at	8.1357
213996_at	7.4317
213997_at	7.6207
213998_s_at	6.575
213999_at	5.5921
214001_x_at	5.8172
214002_at	5.419
214004_s_at	9.2181
214005_at	7.2666
214006_s_at	6.7338
214007_s_at	6.8284
214008_at	4.3261
214009_at	3.9603
214010_s_at	5.5716
214012_at	5.0066
214013_s_at	3.7009
214015_at	4.7956
214016_s_at	8.8796
214017_s_at	5.1994
214019_at	5.0867
214020_x_at	6.593
214022_s_at	9.324
214025_at	5.3607
214027_x_at	6.6074
214028_x_at	6.608
214029_at	4.5491
214030_at	7.3418
214033_at	6.342
214034_at	4.3034
214035_x_at	10.5453
214036_at	7.1048
214037_s_at	6.7051
214039_s_at	10.3992
214040_s_at	5.8669
214041_x_at	7.9284
214045_at	6.7263
214046_at	9.9168
214048_at	4.2429
214049_x_at	4.2401
214050_at	4.5867
214051_at	5.6453
214052_x_at	6.1683
214053_at	9.517
214054_at	5.2274
214056_at	5.4217
214057_at	5.6532
214058_at	5.267
214060_at	6.2723
214061_at	6.0051
214063_s_at	10.483
214064_at	6.5991
214070_s_at	6.8687
214071_at	9.3057
214072_x_at	4.6742
214073_at	5.79
214074_s_at	6.014
214075_at	6.7359
214078_at	7.4974
214079_at	4.0324
214081_at	6.4499
214082_at	4.2092
214083_at	6.3693
214084_x_at	5.1027
214085_x_at	8.5582
214087_s_at	9.4761
214088_s_at	5.129
214091_s_at	9.2001
214093_s_at	8.0417
214097_at	6.9376
214100_x_at	7.0363
214101_s_at	7.0888
214102_at	6.908
214104_at	7.357
214105_at	4.6747
214106_s_at	5.0795
214107_x_at	7.5525
214108_at	4.6879
214109_at	4.8903
214110_s_at	8.2882
214111_at	10.4707
214115_at	4.3477
214116_at	5.1936
214118_x_at	9.1534
214121_x_at	6.5299
214122_at	6.404
214126_at	5.9177
214128_at	5.6967
214129_at	7.038
214130_s_at	6.4669
214133_at	6.0791
214135_at	5.3671
214136_at	4.6614
214137_at	4.1714
214138_at	5.3818
214139_at	3.1787
214141_x_at	9.3372
214142_at	4.9671
214145_s_at	7.2148
214147_at	4.0605
214148_at	5.5438
214149_s_at	4.9827
214150_x_at	9.087
214153_at	5.829
214155_s_at	6.0079
214157_at	10.0564
214159_at	3.7303
214160_at	5.1688
214162_at	6.9405
214163_at	4.975
214164_x_at	5.4311
214166_at	4.1276
214168_s_at	7.7156
214169_at	5.0594
214171_s_at	4.762
214172_x_at	6.8382
214174_s_at	7.1982
214175_x_at	6.5396
214176_s_at	6.9122
214177_s_at	8.4357
214178_s_at	4.5088
214179_s_at	9.9895
214180_at	7.7618
214181_x_at	5.7672
214182_at	7.8583
214183_s_at	4.8887
214184_at	4.2589
214185_at	6.0838
214186_s_at	5.3155
214188_at	4.335
214189_s_at	4.3745
214190_x_at	5.4027
214191_at	4.1003
214192_at	3.909
214194_at	6.6061
214195_at	6.4395
214196_s_at	7.1811
214197_s_at	5.5801
214198_s_at	7.3897
214199_at	5.7198
214200_s_at	4.4605
214202_at	7.267
214203_s_at	8.866
214204_at	6.7587
214208_at	3.5754
214209_s_at	7.4894
214210_at	5.2577
214212_x_at	8.1798
214215_s_at	6.682
214216_s_at	4.4857
214217_at	9.6599
214218_s_at	9.6302
214220_s_at	6.0087
214221_at	5.6279
214223_at	5.3293
214225_at	4.0125
214226_at	5.2334
214229_at	4.7111
214230_at	9.4407
214231_s_at	5.4612
214232_at	6.1079
214233_at	6.6864
214234_s_at	4.0512
214235_at	4.0291
214236_at	5.3476
214237_x_at	4.2541
214238_at	6.1074
214240_at	4.9087
214243_s_at	5.6204
214245_at	5.1016
214248_s_at	5.4729
214249_at	5.2119
214250_at	4.8836
214251_s_at	6.0579
214252_s_at	6.5774
214255_at	6.9304
214256_at	5.8619
214257_s_at	9.7975
214259_s_at	8.3304
214263_x_at	8.8395
214264_s_at	6.2438
214265_at	5.2696
214267_s_at	4.048
214268_s_at	8.8465
214270_s_at	8.5343
214272_at	5.7449
214275_at	4.7062
214276_at	5.1636
214277_at	7.1712
214278_s_at	6.9013
214279_s_at	10.7726
214280_x_at	9.4627
214283_at	4.9477
214284_s_at	5.0146
214285_at	7.7927
214287_s_at	4.3084
214289_at	4.7095
214290_s_at	7.851
214293_at	9.2445
214294_at	4.8078
214295_at	6.9483
214297_at	4.2696
214299_at	4.6878
214301_s_at	5.2112
214305_s_at	8.5897
214307_at	5.2569
214308_s_at	5.887
214309_s_at	5.3262
214311_at	4.8964
214312_at	7.2642
214314_s_at	8.5441
214315_x_at	8.1402
214319_at	5.3606
214320_x_at	3.9323
214321_at	8.3405
214322_at	7.6822
214329_x_at	4.7262
214330_at	5.9082
214335_at	7.5323
214336_s_at	6.6292
214337_at	4.2878
214338_at	6.3631
214339_s_at	4.8516
214344_at	6.8673
214345_at	5.7288
214348_at	5.67
214349_at	4.4261
214350_at	4.4617
214352_s_at	10.2833
214353_at	5.5428
214354_x_at	7.399
214355_x_at	6.3372
214357_at	5.2025
214358_at	3.7597
214364_at	5.9867
214365_at	5.2728
214368_at	6.9889
214369_s_at	6.5474
214373_at	6.3803
214374_s_at	7.2687
214375_at	7.5088
214376_at	9.8647
214377_s_at	5.1652
214379_at	4.012
214381_at	5.7786
214384_s_at	4.5543
214386_at	5.3312
214387_x_at	5.7901
214390_s_at	5.1481
214391_x_at	5.8795
214393_at	6.4469
214395_x_at	5.2818
214396_s_at	5.2963
214397_at	4.2304
214398_s_at	4.2089
214399_s_at	3.5831
214402_s_at	5.3817
214403_x_at	6.019
214404_x_at	6.3378
214406_s_at	6.2996
214407_x_at	4.9457
214409_at	4.0681
214411_x_at	6.0221
214413_at	4.67
214414_x_at	10.4337
214415_at	7.1243
214417_s_at	3.0172
214420_s_at	4.9533
214421_x_at	4.1213
214422_at	5.3001
214423_x_at	4.7059
214425_at	4.9064
214428_x_at	7.5132
214431_at	7.1638
214432_at	9.8537
214433_s_at	7.7195
214435_x_at	7.5089
214437_s_at	6.0111
214440_at	3.5661
214441_at	5.8485
214442_s_at	7.8315
214443_at	5.3542
214444_s_at	5.8854
214445_at	5.1587
214446_at	6.4256
214450_at	3.882
214452_at	5.6463
214453_s_at	6.6762
214455_at	4.5686
214456_x_at	4.8213
214457_at	5.3688
214459_x_at	10.6438
214460_at	7.4019
214462_at	4.6268
214463_x_at	5.2783
214464_at	9.1082
214469_at	4.5227
214471_x_at	7.3744
214475_x_at	8.1478
214477_at	4.4627
214482_at	4.4849
214484_s_at	7.6332
214485_at	5.6368
214486_x_at	5.9713
214487_s_at	8.549
214490_at	5.7224
214491_at	4.3948
214492_at	4.9874
214493_s_at	5.1257
214495_at	7.3931
214499_s_at	7.2159
214506_at	4.245
214507_s_at	6.2592
214510_at	5.3353
214511_x_at	5.1246
214513_s_at	7.0307
214516_at	4.9204
214518_at	4.4369
214522_x_at	4.5663
214523_at	4.9337
214524_at	4.9629
214528_s_at	4.4795
214529_at	4.8343
214531_s_at	7.8701
214532_x_at	5.3976
214535_s_at	4.1368
214537_at	3.8538
214538_x_at	5.3942
214539_at	4.7172
214541_s_at	4.6328
214542_x_at	5.8455
214543_x_at	8.1491
214545_s_at	8.1479
214546_s_at	5.1996
214547_at	3.9419
214549_x_at	6.5488
214551_s_at	4.1581
214552_s_at	7.0115
214553_s_at	10.5571
214554_at	3.8605
214555_at	4.4653
214558_at	6.7478
214560_at	4.3852
214561_at	4.1139
214563_at	5.1813
214564_s_at	5.3344
214570_x_at	4.8782
214572_s_at	4.1292
214574_x_at	6.258
214576_at	4.6632
214577_at	10.7562
214578_s_at	6.662
214579_at	6.9717
214581_x_at	7.8991
214582_at	6.4612
214583_at	5.0163
214586_at	7.2337
214589_at	8.9713
214590_s_at	6.1226
214593_at	5.2673
214594_x_at	9.9135
214595_at	7.4629
214596_at	9.2626
214597_at	6.234
214599_at	4.1873
214600_at	4.9657
214604_at	6.2175
214607_at	10.3873
214608_s_at	5.9905
214611_at	6.3223
214613_at	6.1042
214616_at	4.5948
214617_at	5.5295
214620_x_at	9.8686
214622_at	4.3789
214623_at	5.9117
214625_s_at	3.873
214627_at	5.3047
214628_at	4.9649
214630_at	6.8399
214631_at	5.2181
214632_at	5.928
214633_at	4.4184
214638_s_at	5.7593
214641_at	4.2472
214644_at	4.3933
214647_s_at	3.3948
214648_at	5.2082
214650_x_at	8.27
214652_at	5.6941
214655_at	5.9754
214656_x_at	8.8524
214657_s_at	6.0106
214658_at	9.0246
214660_at	5.1369
214662_at	6.8097
214664_at	6.0109
214666_x_at	7.0103
214667_s_at	5.1006
214668_at	6.4665
214669_x_at	5.5228
214670_at	9.2371
214676_x_at	4.2095
214678_x_at	7.2747
214680_at	8.3049
214681_at	6.3786
214682_at	5.9852
214683_s_at	8.2913
214684_at	7.1994
214685_at	4.5483
214686_at	7.4694
214690_at	5.3357
214691_x_at	6.6229
214692_s_at	6.8805
214693_x_at	9.2668
214694_at	5.6466
214696_at	7.1912
214697_s_at	4.0353
214699_x_at	4.7276
214700_x_at	7.2609
214701_s_at	5.3048
214705_at	4.297
214706_at	6.1899
214707_x_at	6.6197
214708_at	4.9054
214710_s_at	6.4904
214711_at	5.357
214712_at	5.5524
214715_x_at	9.3235
214716_at	3.5838
214717_at	8.8776
214718_at	8.2207
214720_x_at	5.202
214721_x_at	9.2192
214722_at	8.4697
214723_x_at	7.6437
214724_at	8.2618
214727_at	4.0166
214731_at	5.5442
214732_at	4.9289
214734_at	6.5331
214738_s_at	5.4598
214739_at	6.1346
214741_at	7.1808
214742_at	5.4024
214743_at	7.5217
214744_s_at	6.1096
214745_at	8.0366
214747_at	4.6593
214748_at	7.6411
214751_at	5.8429
214752_x_at	6.5308
214753_at	7.2841
214754_at	5.7095
214757_at	6.4039
214758_at	5.3664
214759_at	4.5956
214761_at	8.4281
214763_at	5.2356
214764_at	7.0141
214765_s_at	6.4646
214766_s_at	6.9689
214767_s_at	5.1011
214768_x_at	5.0031
214769_at	9.9269
214772_at	7.945
214773_x_at	9.6307
214774_x_at	6.9326
214775_at	5.657
214778_at	7.0714
214781_at	8.5944
214782_at	5.6384
214784_x_at	9.3584
214785_at	8.9203
214787_at	6.2752
214789_x_at	9.2737
214790_at	6.3331
214791_at	4.1531
214792_x_at	9.5474
214793_at	5.8207
214795_at	4.7227
214797_s_at	8.1275
214798_at	6.0038
214799_at	6.7694
214800_x_at	10.4598
214802_at	5.4089
214803_at	6.9664
214805_at	5.425
214806_at	6.6365
214807_at	6.8705
214808_at	5.4533
214809_at	5.0821
214813_at	5.2108
214814_at	6.1175
214815_at	6.5162
214816_x_at	6.5039
214817_at	8.0174
214819_at	8.5075
214820_at	5.2213
214823_at	8.4979
214825_at	9.3473
214826_at	6.1632
214828_s_at	6.4165
214829_at	6.1745
214830_at	6.2646
214831_at	4.9088
214833_at	5.0222
214834_at	7.1509
214835_s_at	7.7713
214836_x_at	6.1351
214839_at	8.514
214840_at	6.7393
214843_s_at	9.1198
214845_s_at	6.3665
214847_s_at	5.1724
214849_at	6.5429
214850_at	7.4179
214851_at	4.3452
214855_s_at	8.8612
214856_at	4.6134
214857_at	6.1045
214858_at	4.5672
214860_at	4.3165
214861_at	6.7163
214862_x_at	5.846
214866_at	3.8789
214867_at	5.2837
214871_x_at	5.4222
214876_s_at	7.4626
214877_at	6.1347
214878_at	4.7436
214880_x_at	7.6509
214881_s_at	5.9989
214884_at	5.5029
214889_at	7.9281
214891_at	6.5008
214892_x_at	7.5456
214893_x_at	6.8183
214894_x_at	9.2536
214895_s_at	6.3857
214896_at	6.8208
214897_at	4.2238
214900_at	6.3882
214901_at	7.0362
214902_x_at	8.0754
214903_at	7.9384
214904_at	4.357
214906_x_at	7.1367
214908_s_at	6.1042
214909_s_at	6.6026
214911_s_at	9.7682
214912_at	3.8725
214913_at	6.1211
214914_at	4.4995
214915_at	4.6265
214916_x_at	4.2912
214917_at	4.976
214918_at	4.6804
214919_s_at	7.3025
214920_at	7.4449
214921_at	4.6024
214922_at	5.6214
214923_at	5.4628
214924_s_at	8.0036
214925_s_at	6.764
214926_at	4.7076
214927_at	5.734
214928_at	5.6623
214929_s_at	5.2528
214931_s_at	8.142
214932_at	4.4318
214937_x_at	9.0202
214939_x_at	4.7032
214940_s_at	5.3461
214944_at	4.9212
214945_at	8.359
214947_at	3.8621
214948_s_at	9.5936
214949_at	9.6942
214950_at	3.7358
214951_at	5.9196
214952_at	7.6808
214953_s_at	11.3774
214954_at	8.1627
214955_at	6.2499
214956_at	9.7208
214958_s_at	5.3614
214959_s_at	7.3687
214960_at	6.2231
214962_s_at	5.8655
214964_at	5.5573
214965_at	7.8276
214967_at	4.0387
214968_at	4.9185
214969_at	6.0403
214970_s_at	3.6262
214972_at	5.4602
214973_x_at	4.0822
214975_s_at	6.2072
214978_s_at	8.8122
214979_at	4.6124
214980_at	5.892
214982_at	4.087
214983_at	3.5412
214984_at	5.1662
214985_at	4.6885
214986_x_at	6.2519
214989_x_at	10.1147
214990_at	4.9985
214991_s_at	5.4758
214994_at	4.2001
214995_s_at	4.8304
214996_at	5.2781
214997_at	8.7799
214998_at	8.9891
214999_s_at	6.8142
215003_at	7.4195
215005_at	8.3297
215008_at	6.7452
215009_s_at	7.8779
215010_s_at	6.1381
215011_at	6.1362
215012_at	7.0609
215013_s_at	4.7592
215015_at	3.5815
215019_x_at	4.8232
215020_at	7.2669
215021_s_at	7.6987
215022_x_at	5.7593
215023_s_at	6.4107
215024_at	6.5797
215025_at	5.652
215027_at	5.4011
215028_at	5.8838
215029_at	4.208
215032_at	5.1439
215034_s_at	5.802
215036_at	5.4114
215037_s_at	6.0606
215039_at	7.3512
215040_at	6.4646
215041_s_at	4.9237
215043_s_at	6.2751
215044_s_at	6.312
215045_at	6.4587
215046_at	6.4317
215047_at	4.2293
215048_at	2.7768
215049_x_at	4.4473
215050_x_at	6.3935
215051_x_at	5.9817
215052_at	9.4991
215053_at	4.7424
215054_at	6.9006
215055_at	4.3245
215058_at	7.3821
215059_at	4.2247
215060_at	5.1312
215062_at	5.9083
215063_x_at	10.3986
215064_at	6.6552
215065_at	3.7271
215066_at	3.3905
215067_x_at	6.5796
215068_s_at	7.206
215069_at	5.7491
215071_s_at	7.2066
215073_s_at	4.8058
215076_s_at	4.7165
215077_at	4.8803
215079_at	5.7398
215080_s_at	5.3927
215081_at	5.4028
215082_at	5.9927
215083_at	4.4067
215084_s_at	6.5792
215085_x_at	5.9255
215087_at	5.2654
215090_x_at	7.7413
215092_s_at	5.5031
215093_at	7.5712
215095_at	4.8033
215098_at	4.4146
215099_s_at	5.4998
215100_at	6.3829
215102_at	5.1304
215104_at	6.0022
215105_at	4.02
215108_x_at	6.9252
215109_at	5.8465
215112_x_at	6.2541
215114_at	4.7883
215119_at	7.2111
215121_x_at	4.6784
215125_s_at	4.3442
215126_at	6.7237
215129_at	5.0752
215130_s_at	7.0171
215132_at	5.4318
215133_s_at	6.0176
215137_at	3.9748
215138_s_at	7.1136
215139_at	4.3811
215140_at	4.6292
215142_at	4.7162
215145_s_at	9.4953
215146_s_at	7.3036
215147_at	7.0241
215149_at	8.1399
215150_at	4.5878
215151_at	4.0148
215154_at	5.2959
215155_at	5.0083
215156_at	6.9981
215158_s_at	9.0603
215159_s_at	5.235
215162_at	6.342
215163_at	3.1667
215164_at	6.1329
215169_at	6.8519
215172_at	7.2125
215175_at	6.0789
215177_s_at	6.4228
215179_x_at	10.3906
215180_at	4.0812
215182_x_at	5.8457
215183_at	5.3344
215184_at	5.9027
215186_at	5.5662
215187_at	5.2636
215189_at	5.842
215190_at	4.6792
215191_at	5.5987
