,ID_REF,VALUE
71,200610_s_at,10.1353
72,200616_s_at,8.4027
73,200621_at,11.1143
74,200628_s_at,7.1695
75,200634_at,8.973
76,200637_s_at,6.7886
77,200641_s_at,9.1157
78,200644_at,10.6635
79,200648_s_at,11.4533
80,200660_at,5.8136
81,200665_s_at,9.3645
82,200669_s_at,8.5445
83,200671_s_at,9.3784
84,200672_x_at,8.9382
85,200673_at,10.7203
86,200677_at,10.0638
87,200678_x_at,7.9557
88,200679_x_at,10.2317
89,200680_x_at,11.6846
90,200685_at,8.1522
91,200686_s_at,11.3552
92,200696_s_at,8.8024
93,200701_at,8.6208
94,200704_at,7.636
95,200706_s_at,7.4143
96,200709_at,10.6752
97,200722_s_at,6.418
98,200727_s_at,8.6166
99,200729_s_at,10.4668
100,200730_s_at,7.0542
101,200731_s_at,7.2311
102,200736_s_at,9.3277
103,200739_s_at,7.4919
104,200742_s_at,8.5885
105,200743_s_at,10.251
106,200744_s_at,8.7756
107,200753_x_at,7.9183
108,200755_s_at,6.7692
109,200758_s_at,9.3952
110,200767_s_at,7.5333
111,200769_s_at,5.4973
112,200770_s_at,4.1674
113,200771_at,7.1782
114,200774_at,10.1195
115,200776_s_at,7.9839
116,200782_at,8.9541
117,200784_s_at,6.0697
118,200785_s_at,6.9923
119,200791_s_at,7.5141
120,200798_x_at,7.4276
121,200799_at,11.2613
122,200800_s_at,9.5806
123,200808_s_at,7.4903
124,200813_s_at,9.134
125,200815_s_at,7.2418
126,200821_at,9.15
127,200824_at,9.0226
128,200825_s_at,10.3691
129,200836_s_at,7.2711
130,200838_at,9.2563
131,200841_s_at,5.2921
132,200845_s_at,10.5261
133,200848_at,11.1339
134,200849_s_at,11.3755
135,200850_s_at,11.8907
136,200857_s_at,7.4773
137,200859_x_at,7.1873
138,200860_s_at,8.3688
139,200862_at,8.3053
140,200868_s_at,7.357
141,200872_at,8.1544
142,200878_at,10.6433
143,200879_s_at,6.3725
144,200885_at,8.517
145,200890_s_at,5.7467
146,200894_s_at,6.4191
147,200897_s_at,9.3152
148,200898_s_at,7.2405
149,200900_s_at,8.2507
150,200904_at,8.9845
151,200905_x_at,9.6142
152,200906_s_at,5.2523
153,200907_s_at,8.5254
154,200914_x_at,9.9992
155,200916_at,6.702
156,200917_s_at,6.5959
157,200920_s_at,9.0108
158,200921_s_at,8.6094
159,200923_at,7.3295
160,200924_s_at,8.7657
161,200929_at,8.7824
162,200931_s_at,7.7832
163,200932_s_at,10.5161
164,200935_at,4.9823
165,200939_s_at,6.0427
166,200943_at,8.5087
167,200944_s_at,9.6637
168,200946_x_at,9.763
169,200947_s_at,10.4349
170,200948_at,10.6451
171,200951_s_at,5.6497
172,200952_s_at,8.5044
173,200962_at,6.8528
174,200965_s_at,10.352
175,200973_s_at,8.587
176,200974_at,7.8535
177,200976_s_at,10.5428
178,200982_s_at,8.7796
179,200986_at,7.9036
180,200997_at,8.7964
181,201001_s_at,7.7783
182,201005_at,8.8018
183,201007_at,10.5561
184,201008_s_at,7.3103
185,201009_s_at,7.8051
186,201010_s_at,7.6622
187,201011_at,8.8092
188,201012_at,7.1055
189,201014_s_at,6.3592
190,201015_s_at,6.3696
191,201016_at,6.9357
192,201017_at,9.4371
193,201021_s_at,10.5539
194,201024_x_at,9.2747
195,201028_s_at,8.0489
196,201029_s_at,9.4577
197,201034_at,11.259
198,201036_s_at,8.4027
199,201041_s_at,10.4843
200,201042_at,7.6639
201,201043_s_at,7.766
202,201044_x_at,6.4627
203,201048_x_at,6.1428
204,201057_s_at,8.1403
205,201058_s_at,5.8131
206,201059_at,9.5737
207,201060_x_at,8.7829
208,201061_s_at,9.1782
209,201065_s_at,11.0192
210,201066_at,9.3007
211,201067_at,9.0924
212,201069_at,7.1714
213,201070_x_at,8.5475
214,201079_at,6.3293
215,201081_s_at,5.6476
216,201083_s_at,8.6809
217,201087_at,7.2933
218,201101_s_at,7.5242
219,201103_x_at,10.569
220,201104_x_at,8.5686
221,201110_s_at,3.9587
222,201115_at,8.118
223,201120_s_at,7.3156
224,201122_x_at,9.1888
225,201123_s_at,7.0879
226,201124_at,6.1729
227,201125_s_at,7.588
228,201131_s_at,3.4405
229,201136_at,6.6083
230,201137_s_at,6.2764
231,201140_s_at,9.8086
232,201141_at,7.9445
233,201146_at,9.1905
234,201147_s_at,7.4223
235,201148_s_at,7.6537
236,201149_s_at,6.6582
237,201150_s_at,9.3308
238,201151_s_at,6.538
239,201152_s_at,9.9458
240,201156_s_at,8.6164
241,201159_s_at,5.264
242,201160_s_at,7.848
243,201161_s_at,5.5096
244,201162_at,9.1258
245,201163_s_at,10.2517
246,201164_s_at,9.6669
247,201167_x_at,5.03
248,201168_x_at,9.3206
249,201169_s_at,6.2645
250,201171_at,4.9214
251,201172_x_at,9.4521
252,201182_s_at,5.3184
253,201185_at,10.8154
254,201187_s_at,6.4179
255,201188_s_at,5.3779
256,201195_s_at,9.2168
257,201202_at,7.5898
258,201208_s_at,6.9234
259,201209_at,7.307
260,201211_s_at,4.8417
261,201219_at,7.3933
262,201223_s_at,9.9726
263,201229_s_at,9.2574
264,201235_s_at,6.337
265,201236_s_at,8.4206
266,201237_at,7.5659
267,201245_s_at,7.4673
268,201249_at,4.083
269,201250_s_at,9.3059
270,201259_s_at,7.7176
271,201260_s_at,8.1806
272,201262_s_at,5.1202
273,201278_at,6.2216
274,201279_s_at,6.0042
275,201280_s_at,6.9975
276,201282_at,8.5283
277,201283_s_at,4.8985
278,201284_s_at,6.643
279,201288_at,7.0961
280,201289_at,7.8973
281,201294_s_at,8.8855
282,201295_s_at,6.1892
283,201296_s_at,10.913
284,201299_s_at,6.2625
285,201301_s_at,6.4627
286,201302_at,6.6274
287,201305_x_at,9.5839
288,201306_s_at,9.9337
289,201308_s_at,6.5916
290,201309_x_at,7.6436
291,201311_s_at,8.6556
292,201315_x_at,10.2056
293,201319_at,7.8056
294,201324_at,5.4161
295,201325_s_at,4.7399
296,201329_s_at,7.7991
297,201332_s_at,5.6279
298,201333_s_at,7.1614
299,201335_s_at,7.695
300,201336_at,9.4769
301,201337_s_at,7.0614
302,201340_s_at,11.3843
303,201346_at,8.0801
304,201348_at,8.4363
305,201349_at,9.0389
306,201353_s_at,8.5089
307,201356_at,8.7766
308,201357_s_at,6.0801
309,201360_at,12.5847
310,201363_s_at,7.1813
311,201367_s_at,6.4695
312,201368_at,8.6594
313,201369_s_at,6.6456
314,201370_s_at,8.5623
315,201372_s_at,6.4659
316,201373_at,8.5993
317,201374_x_at,6.5345
318,201380_at,6.6913
319,201382_at,6.8216
320,201388_at,9.2194
321,201389_at,6.9911
322,201394_s_at,7.8255
323,201397_at,9.9937
324,201398_s_at,8.9097
325,201401_s_at,6.272
326,201404_x_at,4.1621
327,201411_s_at,9.4985
328,201412_at,8.4025
329,201416_at,5.6333
330,201417_at,7.8504
331,201418_s_at,6.0676
332,201422_at,6.8792
333,201424_s_at,8.6744
334,201425_at,11.7468
335,201426_s_at,10.36
336,201427_s_at,10.1932
337,201432_at,9.2018
338,201439_at,7.5163
339,201442_s_at,5.0346
340,201445_at,9.3149
341,201446_s_at,7.9347
342,201447_at,6.688
343,201448_at,8.249
344,201449_at,7.48
345,201450_s_at,6.6011
346,201451_x_at,5.0191
347,201452_at,4.2148
348,201456_s_at,9.0103
349,201461_s_at,4.4691
350,201462_at,11.3243
351,201464_x_at,10.2396
352,201465_s_at,7.7243
353,201466_s_at,7.7929
354,201467_s_at,5.2539
355,201468_s_at,7.6851
356,201469_s_at,5.9183
357,201473_at,7.7187
358,201476_s_at,6.1074
359,201481_s_at,9.0337
360,201483_s_at,7.4509
361,201486_at,9.8791
362,201487_at,5.2526
363,201490_s_at,6.2739
364,201493_s_at,9.2852
365,201496_x_at,4.6229
366,201497_x_at,5.5612
367,201501_s_at,9.4747
368,201502_s_at,9.2237
369,201504_s_at,6.0118
370,201505_at,7.6213
371,201506_at,5.6146
372,201508_at,5.8721
373,201510_at,5.1595
374,201512_s_at,6.1927
375,201514_s_at,6.919
376,201516_at,8.6524
377,201517_at,9.1783
378,201525_at,10.8022
379,201529_s_at,7.2907
380,201531_at,7.4645
381,201536_at,10.8284
382,201537_s_at,5.9303
383,201538_s_at,4.9726
384,201543_s_at,5.7607
385,201545_s_at,8.3668
386,201547_at,4.1845
387,201548_s_at,7.202
388,201551_s_at,5.5668
389,201559_s_at,5.7048
390,201560_at,8.7223
391,201563_at,6.8258
392,201566_x_at,10.2799
393,201571_s_at,6.5261
394,201578_at,8.5912
395,201579_at,8.9606
396,201585_s_at,9.1008
397,201589_at,7.0037
398,201590_x_at,7.0598
399,201595_s_at,9.9219
400,201596_x_at,5.2083
401,201601_x_at,9.105
402,201602_s_at,9.5369
403,201603_at,8.6932
404,201604_s_at,7.8335
405,201605_x_at,7.8528
406,201608_s_at,7.6354
407,201609_x_at,8.3342
408,201612_at,9.7941
409,201613_s_at,7.9517
410,201615_x_at,5.2136
411,201616_s_at,7.1266
412,201617_x_at,6.1936
413,201620_at,9.5726
414,201624_at,8.2689
415,201625_s_at,7.5508
416,201627_s_at,7.7957
417,201629_s_at,6.1754
418,201631_s_at,6.7222
419,201636_at,8.8206
420,201638_s_at,6.5057
421,201639_s_at,8.2033
422,201641_at,7.2583
423,201643_x_at,8.9414
424,201645_at,5.257
425,201646_at,8.0438
426,201647_s_at,5.6699
427,201656_at,8.1609
428,201657_at,6.6178
429,201663_s_at,5.0531
430,201666_at,7.3624
431,201667_at,11.9771
432,201668_x_at,8.0397
433,201671_x_at,10.2592
434,201674_s_at,10.2911
435,201679_at,4.3554
436,201681_s_at,8.293
437,201686_x_at,6.5555
438,201687_s_at,10.0158
439,201693_s_at,9.2804
440,201694_s_at,10.3635
441,201702_s_at,7.2566
442,201703_s_at,7.6811
443,201710_at,5.9657
444,201711_x_at,8.2333
445,201714_at,9.8056
446,201718_s_at,7.8415
447,201719_s_at,9.6394
448,201720_s_at,4.2581
449,201721_s_at,6.9521
450,201724_s_at,7.4546
451,201726_at,7.7949
452,201729_s_at,7.6781
453,201730_s_at,10.0206
454,201732_s_at,8.8255
455,201733_at,8.4718
456,201734_at,9.9855
457,201736_s_at,8.1697
458,201737_s_at,11.0152
459,201739_at,8.0393
460,201741_x_at,4.2196
461,201742_x_at,7.1232
462,201743_at,4.8816
463,201744_s_at,4.9763
464,201746_at,5.8386
465,201747_s_at,6.2655
466,201748_s_at,9.9516
467,201749_at,5.8406
468,201752_s_at,11.135
469,201753_s_at,11.8214
470,201755_at,4.9072
471,201756_at,8.4484
472,201761_at,5.2939
473,201762_s_at,8.5411
474,201766_at,7.8906
475,201767_s_at,6.726
476,201768_s_at,7.1175
477,201770_at,8.2257
478,201774_s_at,6.0145
479,201775_s_at,7.0647
480,201776_s_at,10.2046
481,201777_s_at,5.648
482,201779_s_at,9.471
483,201780_s_at,9.14
484,201783_s_at,8.3829
485,201785_at,8.8463
486,201786_s_at,10.419
487,201787_at,6.7772
488,201789_at,5.6393
489,201790_s_at,7.422
490,201791_s_at,7.6242
491,201792_at,6.1606
492,201793_x_at,5.7481
493,201795_at,6.5146
494,201796_s_at,4.2757
495,201798_s_at,6.329
496,201799_s_at,6.7004
497,201800_s_at,9.4054
498,201801_s_at,4.3083
499,201802_at,3.8217
500,201806_s_at,6.2018
501,201809_s_at,6.1873
502,201815_s_at,7.3703
503,201820_at,6.5847
504,201823_s_at,6.7512
505,201829_at,8.8335
506,201830_s_at,8.1415
507,201831_s_at,8.1345
508,201839_s_at,5.2592
509,201841_s_at,9.0792
510,201842_s_at,10.0394
511,201843_s_at,8.1724
512,201844_s_at,9.9567
513,201846_s_at,10.1233
514,201847_at,8.5272
515,201850_at,5.4399
516,201852_x_at,4.6354
517,201854_s_at,8.6317
518,201856_s_at,8.3481
519,201858_s_at,7.4735
520,201859_at,9.0526
521,201860_s_at,7.4187
522,201865_x_at,10.2988
523,201866_s_at,8.32
524,201867_s_at,7.3398
525,201868_s_at,5.3709
526,201869_s_at,5.7323
527,201873_s_at,8.2468
528,201874_at,7.9196
529,201876_at,10.7181
530,201879_at,9.0063
531,201882_x_at,5.2636
532,201884_at,4.7619
533,201887_at,7.0784
534,201888_s_at,3.3418
535,201890_at,4.8825
536,201893_x_at,8.0589
537,201894_s_at,8.0655
538,201901_s_at,11.1899
539,201902_s_at,4.9355
540,201904_s_at,7.7481
541,201905_s_at,6.6457
542,201906_s_at,7.7734
543,201907_x_at,6.3886
544,201910_at,8.5046
545,201915_at,7.596
546,201917_s_at,9.3565
547,201918_at,9.8002
548,201923_at,7.3727
549,201924_at,8.9
550,201925_s_at,5.992
551,201926_s_at,5.1438
552,201927_s_at,8.5287
553,201932_at,8.471
554,201935_s_at,10.4462
555,201940_at,7.1051
556,201942_s_at,3.5417
557,201943_s_at,5.5482
558,201945_at,6.9541
559,201946_s_at,7.7669
560,201948_at,7.4098
561,201949_x_at,10.0063
562,201950_x_at,8.8907
563,201951_at,10.0932
564,201957_at,8.5503
565,201958_s_at,4.042
566,201959_s_at,11.2163
567,201961_s_at,7.7991
568,201962_s_at,8.948
569,201964_at,7.9457
570,201965_s_at,7.6867
571,201971_s_at,8.0623
572,201974_s_at,5.9284
573,201976_s_at,9.9809
574,201977_s_at,7.3969
575,201978_s_at,7.2371
576,201982_s_at,3.5348
577,201983_s_at,9.0921
578,201984_s_at,6.3574
579,201986_at,9.8051
580,201987_at,10.1791
581,201991_s_at,11.3593
582,201992_s_at,8.5059
583,201993_x_at,10.6898
584,201996_s_at,8.8666
585,201998_at,8.1535
586,202003_s_at,8.628
587,202005_at,6.18
588,202007_at,4.5499
589,202008_s_at,6.6208
590,202009_at,7.7585
591,202011_at,10.7034
592,202014_at,6.976
593,202017_at,9.4795
594,202019_s_at,7.9329
595,202023_at,6.5737
596,202024_at,8.0424
597,202027_at,9.53
598,202030_at,8.2232
599,202034_x_at,9.687
600,202035_s_at,5.0523
601,202036_s_at,5.3309
602,202037_s_at,6.2885
603,202040_s_at,9.1128
604,202044_at,4.7702
605,202045_s_at,7.5084
606,202046_s_at,5.7384
607,202047_s_at,11.3948
608,202050_s_at,8.6832
609,202052_s_at,5.7
610,202055_at,7.5666
611,202056_at,7.6438
612,202058_s_at,5.5352
613,202062_s_at,6.8025
614,202065_s_at,6.0819
615,202067_s_at,6.5731
616,202068_s_at,7.0221
617,202069_s_at,7.5816
618,202071_at,9.7272
619,202072_at,6.1142
620,202075_s_at,9.1076
621,202080_s_at,9.2569
622,202081_at,9.2511
623,202082_s_at,9.0605
624,202083_s_at,7.2959
625,202085_at,7.8002
626,202087_s_at,9.5557
627,202091_at,4.7072
628,202095_s_at,4.5102
629,202096_s_at,6.055
630,202101_s_at,8.248
631,202107_s_at,4.5127
632,202111_at,3.3834
633,202112_at,7.6609
634,202118_s_at,8.5483
635,202119_s_at,8.4858
636,202122_s_at,7.4634
637,202123_s_at,8.7496
638,202124_s_at,10.2106
639,202127_at,7.5834
640,202129_s_at,4.8312
641,202130_at,8.4158
642,202131_s_at,6.5977
643,202133_at,7.8386
644,202134_s_at,5.4397
645,202136_at,11.2923
646,202137_s_at,7.687
647,202139_at,7.4049
648,202143_s_at,7.7165
649,202146_at,8.5855
650,202148_s_at,8.1648
651,202149_at,7.7465
652,202150_s_at,7.6731
653,202156_s_at,10.4802
654,202157_s_at,11.7052
655,202158_s_at,10.3051
656,202163_s_at,8.0298
657,202166_s_at,7.7673
658,202171_at,7.874
659,202172_at,7.8517
660,202173_s_at,8.103
661,202174_s_at,8.6806
662,202177_at,7.7682
663,202180_s_at,6.3826
664,202181_at,8.0317
665,202185_at,7.6883
666,202186_x_at,5.2269
667,202189_x_at,7.6898
668,202191_s_at,11.8661
669,202193_at,5.9197
670,202195_s_at,5.4063
671,202201_at,7.7557
672,202202_s_at,6.6231
673,202203_s_at,8.1851
674,202204_s_at,6.9686
675,202205_at,5.6071
676,202206_at,9.152
677,202207_at,8.2667
678,202211_at,7.5189
679,202213_s_at,6.3025
680,202218_s_at,7.9998
681,202221_s_at,7.0712
682,202222_s_at,5.2304
683,202223_at,5.6549
684,202226_s_at,6.2096
685,202229_s_at,6.4179
686,202234_s_at,5.487
687,202235_at,4.5947
688,202236_s_at,7.5284
689,202237_at,5.3278
690,202238_s_at,4.9559
691,202239_at,7.1867
692,202241_at,8.5491
693,202246_s_at,7.4579
694,202248_at,5.8681
695,202251_at,6.6694
696,202252_at,8.7818
697,202255_s_at,10.3223
698,202258_s_at,7.7757
699,202259_s_at,7.5962
700,202262_x_at,7.2563
701,202269_x_at,7.3419
702,202270_at,6.5087
703,202273_at,8.5551
704,202274_at,4.6531
705,202275_at,7.036
706,202278_s_at,5.7911
707,202283_at,8.9303
708,202284_s_at,5.6782
709,202285_s_at,5.5356
710,202286_s_at,4.0994
711,202287_s_at,5.0847
712,202288_at,8.2041
713,202290_at,8.136
714,202291_s_at,5.4074
715,202293_at,6.0929
716,202294_at,7.7893
717,202295_s_at,9.2756
718,202300_at,9.5367
719,202303_x_at,7.7534
720,202307_s_at,6.7433
721,202308_at,6.8329
722,202312_s_at,5.9985
723,202314_at,9.7233
724,202316_x_at,5.0414
725,202319_at,6.1811
726,202323_s_at,7.524
727,202324_s_at,8.3533
728,202327_s_at,5.4916
729,202328_s_at,7.9203
730,202330_s_at,7.9145
731,202334_s_at,10.2828
732,202338_at,5.0468
733,202339_at,7.4316
734,202340_x_at,7.4644
735,202344_at,8.4472
736,202346_at,8.308
737,202347_s_at,8.4281
738,202350_s_at,5.6805
739,202351_at,9.7205
740,202354_s_at,5.8473
741,202357_s_at,4.9656
742,202360_at,8.6683
743,202366_at,6.677
744,202367_at,8.0839
745,202368_s_at,6.072
746,202369_s_at,6.2178
747,202370_s_at,8.0775
748,202373_s_at,9.0936
749,202374_s_at,6.3925
750,202375_at,7.2234
751,202377_at,8.9817
752,202378_s_at,9.6264
753,202379_s_at,9.6831
754,202380_s_at,7.4443
755,202384_s_at,7.3766
756,202385_s_at,6.1762
757,202392_s_at,7.203
758,202393_s_at,8.5279
759,202400_s_at,4.1998
760,202401_s_at,6.9963
761,202403_s_at,7.1382
762,202404_s_at,4.3626
763,202405_at,6.3473
764,202407_s_at,5.6652
765,202409_at,7.8861
766,202410_x_at,5.0967
767,202411_at,8.2205
768,202415_s_at,8.3921
769,202416_at,9.3929
770,202419_at,8.3471
771,202420_s_at,6.7742
772,202421_at,7.597
773,202423_at,9.0343
774,202426_s_at,4.1589
775,202427_s_at,10.1895
776,202428_x_at,11.3623
777,202430_s_at,6.2203
778,202431_s_at,6.2937
779,202435_s_at,7.1311
780,202436_s_at,7.2311
781,202437_s_at,7.0423
782,202438_x_at,7.3042
783,202439_s_at,9.8591
784,202441_at,7.2527
785,202443_x_at,10.0914
786,202445_s_at,5.086
787,202446_s_at,6.5826
788,202448_s_at,4.5194
789,202449_s_at,8.8239
790,202450_s_at,5.4923
791,202451_at,8.6897
792,202453_s_at,6.0336
793,202454_s_at,6.5226
794,202458_at,5.5285
795,202459_s_at,7.3582
796,202462_s_at,7.0775
797,202464_s_at,9.9596
798,202465_at,5.4313
799,202466_at,8.14
800,202468_s_at,7.7085
801,202472_at,7.0188
802,202473_x_at,6.7704
803,202476_s_at,6.98
804,202478_at,8.8489
805,202479_s_at,7.7327
806,202481_at,7.8987
807,202483_s_at,8.706
808,202485_s_at,4.4578
809,202488_s_at,6.8236
810,202489_s_at,6.96
811,202490_at,4.7678
812,202495_at,7.5823
813,202496_at,8.8826
814,202497_x_at,7.4178
815,202498_s_at,6.2651
816,202503_s_at,4.251
817,202504_at,5.8395
818,202505_at,9.1778
819,202506_at,8.653
820,202510_s_at,5.8872
821,202514_at,8.4933
822,202516_s_at,6.3995
823,202517_at,10.1305
824,202519_at,6.3886
825,202527_s_at,6.8674
826,202530_at,7.6089
827,202531_at,6.479
828,202533_s_at,4.2111
829,202534_x_at,7.8598
830,202536_at,8.1078
831,202538_s_at,8.0523
832,202539_s_at,8.0836
833,202540_s_at,8.9981
834,202543_s_at,6.4212
835,202545_at,5.8866
836,202546_at,5.8595
837,202549_at,5.5524
838,202551_s_at,10.4993
839,202552_s_at,6.9066
840,202555_s_at,8.856
841,202558_s_at,6.3065
842,202564_x_at,9.228
843,202565_s_at,6.7477
844,202568_s_at,8.5078
845,202569_s_at,8.7449
846,202570_s_at,6.2012
847,202571_s_at,6.5035
848,202574_s_at,7.8303
849,202575_at,6.8563
850,202577_s_at,8.6838
851,202581_at,9.5656
852,202585_s_at,5.1473
853,202586_at,4.1644
854,202588_at,4.9553
855,202589_at,5.621
856,202597_at,6.2379
857,202598_at,10.251
858,202599_s_at,9.1782
859,202600_s_at,10.3339
860,202601_s_at,6.8896
861,202604_x_at,5.326
862,202605_at,7.2621
863,202609_at,7.8924
864,202610_s_at,7.3874
865,202611_s_at,5.6916
866,202616_s_at,9.4548
867,202618_s_at,7.0794
868,202619_s_at,8.3816
869,202620_s_at,8.2076
870,202624_s_at,8.1135
871,202625_at,6.0241
872,202626_s_at,7.1465
873,202627_s_at,5.8758
874,202631_s_at,7.4293
875,202634_at,9.7429
876,202637_s_at,6.314
877,202638_s_at,5.3706
878,202643_s_at,5.0009
879,202644_s_at,5.9842
880,202647_s_at,6.4966
881,202648_at,6.9663
882,202651_at,7.5411
883,202653_s_at,9.1718
884,202656_s_at,7.899
885,202660_at,7.6223
886,202661_at,6.7381
887,202662_s_at,7.3651
888,202663_at,5.3533
889,202664_at,7.4767
890,202665_s_at,6.7396
891,202666_s_at,6.2504
892,202667_s_at,7.7383
893,202669_s_at,8.7404
894,202672_s_at,5.2795
895,202676_x_at,6.3785
896,202678_at,9.212
897,202679_at,7.4532
898,202684_s_at,4.0515
899,202685_s_at,6.1917
900,202686_s_at,8.1316
901,202687_s_at,6.0948
902,202688_at,7.441
903,202689_at,8.4671
904,202694_at,5.1777
905,202696_at,7.3844
906,202697_at,4.7516
907,202699_s_at,5.8931
908,202700_s_at,5.3518
909,202701_at,6.5071
910,202704_at,9.4379
911,202706_s_at,6.3116
912,202707_at,2.9534
913,202708_s_at,7.6541
914,202709_at,7.637
915,202711_at,6.2036
916,202712_s_at,9.7745
917,202718_at,6.2786
918,202719_s_at,4.7229
919,202720_at,8.0921
920,202721_s_at,7.6079
921,202722_s_at,6.935
922,202723_s_at,6.2549
923,202724_s_at,7.6573
924,202726_at,4.9582
925,202727_s_at,8.3906
926,202728_s_at,5.8393
927,202730_s_at,6.2384
928,202731_at,6.545
929,202734_at,7.4625
930,202735_at,6.1566
931,202740_at,6.9408
932,202743_at,7.9837
933,202744_at,6.7132
934,202746_at,9.5842
935,202747_s_at,9.4146
936,202748_at,5.9444
937,202752_x_at,7.7716
938,202755_s_at,5.3831
939,202756_s_at,9.452
940,202759_s_at,7.8567
941,202760_s_at,8.3929
942,202762_at,9.3257
943,202764_at,8.2208
944,202765_s_at,4.5344
945,202766_s_at,7.1684
946,202767_at,8.2727
947,202768_at,6.0115
948,202769_at,9.5787
949,202771_at,6.4869
950,202772_at,9.0651
951,202775_s_at,7.7345
952,202778_s_at,9.6619
953,202784_s_at,6.4923
954,202788_at,6.9826
955,202795_x_at,7.7475
956,202800_at,12.0328
957,202803_s_at,3.7712
958,202807_s_at,7.9232
959,202808_at,8.2354
960,202809_s_at,8.4997
961,202812_at,5.8626
962,202813_at,8.2277
963,202815_s_at,8.0645
964,202816_s_at,6.0123
965,202817_s_at,6.1214
966,202818_s_at,7.4985
967,202819_s_at,6.4908
968,202820_at,6.0879
969,202821_s_at,5.0441
970,202822_at,8.6193
971,202826_at,4.8379
972,202828_s_at,6.0852
973,202834_at,11.2432
974,202835_at,6.1113
975,202837_at,5.7886
976,202840_at,9.064
977,202841_x_at,7.9437
978,202845_s_at,9.129
979,202848_s_at,5.9936
980,202849_x_at,7.9612
981,202850_at,9.8462
982,202851_at,7.2671
983,202853_s_at,7.3585
984,202856_s_at,5.7923
985,202861_at,7.2416
986,202862_at,6.821
987,202863_at,4.6341
988,202864_s_at,6.1677
989,202865_at,4.8727
990,202869_at,6.3141
991,202870_s_at,4.4084
992,202871_at,6.59
993,202873_at,5.3744
994,202876_s_at,8.3125
995,202877_s_at,3.9129
996,202878_s_at,5.1156
997,202879_s_at,6.8629
998,202880_s_at,7.501
999,202881_x_at,6.1684
1000,202883_s_at,7.1961
1001,202884_s_at,6.3332
1002,202885_s_at,5.8102
1003,202886_s_at,5.437
1004,202887_s_at,8.4355
1005,202888_s_at,4.9673
1006,202889_x_at,6.2574
1007,202890_at,9.3444
1008,202891_at,8.9227
1009,202895_s_at,5.9114
1010,202899_s_at,8.7448
1011,2028_s_at,6.5583
1012,202901_x_at,4.7228
1013,202902_s_at,5.1363
1014,202903_at,6.5553
1015,202904_s_at,6.4446
1016,202905_x_at,8.7768
1017,202906_s_at,7.3558
1018,202908_at,8.2833
1019,202909_at,10.4188
1020,202910_s_at,5.9304
1021,202912_at,5.9873
1022,202913_at,8.8982
1023,202914_s_at,5.119
1024,202915_s_at,9.7723
1025,202917_s_at,4.7039
1026,202921_s_at,7.5495
1027,202923_s_at,7.3566
1028,202924_s_at,3.8622
1029,202925_s_at,6.2241
1030,202926_at,8.7617
